,JD,Filter,Flux,eFlux,Mag,eMag,Telescope
0,2458214.7042361,r,-2.4868979877208406,21.630866916961487,18.814890175801715,99.0,P48
1,2458215.7435127497,r,0.6699050452255118,8.62956123593777,19.812603201973687,99.0,P48
2,2458215.7435127497,r,0.6699050452255118,8.62956123593777,19.812603201973687,99.0,P48
3,2458216.7370486,r,-4.296944812878945,5.465399777711688,20.30852015217205,99.0,P48
4,2458217.7468403,r,-3.0090460968302244,4.044406848872234,20.635437896261244,99.0,P48
5,2458217.7468403,r,-3.0090460968302244,4.044406848872234,20.635437896261244,99.0,P48
6,2458218.76888658,r,-0.4054099284742287,2.2950603094209434,21.250589733208145,99.0,P48
7,2458218.76888658,r,-0.4054099284742287,2.2950603094209434,21.250589733208145,99.0,P48
8,2458218.76888658,r,-0.4054099284742287,2.2950603094209434,21.250589733208145,99.0,P48
9,2458218.76888658,r,-0.4054099284742287,2.2950603094209434,21.250589733208145,99.0,P48
10,2458218.76888658,r,-0.4054099284742287,2.2950603094209434,21.250589733208145,99.0,P48
11,2458219.7385417,r,1.1153789343216758,4.206783824211317,20.59269950087188,99.0,P48
12,2458219.7385417,r,1.1153789343216758,4.206783824211317,20.59269950087188,99.0,P48
13,2458221.7410416664,r,5.500979721464624,6.220158190074975,20.168071414811102,99.0,P48
14,2458221.7410416664,r,5.500979721464624,6.220158190074975,20.168071414811102,99.0,P48
15,2458221.7410416664,r,5.500979721464624,6.220158190074975,20.168071414811102,99.0,P48
16,2458222.7579282,r,-1.459112842959864,5.597313972855684,20.282625817455816,99.0,P48
17,2458224.74914352,r,0.015911353897461754,3.1064542101442796,20.921912598172707,99.0,P48
18,2458224.74914352,r,0.015911353897461754,3.1064542101442796,20.921912598172707,99.0,P48
19,2458224.74914352,r,0.015911353897461754,3.1064542101442796,20.921912598172707,99.0,P48
20,2458224.74914352,r,0.015911353897461754,3.1064542101442796,20.921912598172707,99.0,P48
21,2458224.74914352,r,0.015911353897461754,3.1064542101442796,20.921912598172707,99.0,P48
22,2458226.7547569,r,0.1898284848835686,4.21126292618803,20.591544096587715,99.0,P48
23,2458227.75337965,r,1.949475882841963,3.4916303922785907,20.795004326468344,99.0,P48
24,2458227.75337965,r,1.949475882841963,3.4916303922785907,20.795004326468344,99.0,P48
