wv_left wv_right mag emag mag0 f0_uJy ef_uJy
4115.0 5355.0 23.281890899999997 23.213328091943595 0.028556052999999998 1.882326741489449 0.04950725780141443
5546.549999999999 6834.85 23.1516056 23.102360982744635 0.045745405999999995 2.0848838049239533 0.08784256774445277
7048.5 8374.099999999999 22.634864800000003 22.598896163434365 0.040448371000000004 3.3148797874276568 0.12349361371084101
8550.0 9230.0 22.720508600000002 22.69303802263344 0.078582346 3.0395622341164437 0.21999444259398307
9350.0 10190.0 22.3593006 22.335805751556745 0.133450583 4.223805859100531 0.5191586611053013
