# object_id,ra,dec,g_kronflux_mag,g_kronflux_magsigma,r_kronflux_mag,r_kronflux_magsigma,i_kronflux_mag,i_kronflux_magsigma,z_kronflux_mag,z_kronflux_magsigma,y_kronflux_mag,y_kronflux_magsigma,g_extendedness_value,r_extendedness_value,i_extendedness_value,z_extendedness_value,y_extendedness_value,g_kronflux_radius,r_kronflux_radius,i_kronflux_radius,z_kronflux_radius,y_kronflux_radius,photoz_best,photoz_risk_best,photoz_mode,photoz_risk_mode,stellar_mass,sfr
7.11611E+16,236.9758343,44.65194825,23.2818909,0.028556053,23.1516056,0.045745406,22.6348648,0.040448371,22.7205086,0.078582346,22.3593006,0.133450583,1,nan,1,1,1,0.705369115,0.705369115,0.705369115,0.705369115,0.705369115,0.899999976,0.253029585,0.919999957,0.255303174,9.48200035,0.800000012
