wave flambda eflambda flambda0 eflambda0 freq nufnu0 fnu0 fnu0_Jy fnu0_uJy
5854.2856 1.70854e-18 5.12608e-19 1.7923234128096907e-18 5.377452795916689e-19 512090592232124.75 1.0492773146154629e-14 2.0490072079665106e-29 2.0490072079665105e-06 2.0490072079665107
5855.438 2.59692e-18 5.19592e-19 2.72423963483e-18 5.450661246170807e-19 511989808448146.8 1.5951616278889704e-14 3.1156120718963977e-29 3.1156120718963977e-06 3.1156120718963978
5856.5898 1.99686e-18 5.17608e-19 2.0947387515490425e-18 5.429792452709738e-19 511889116768942.94 1.2268025605986856e-14 2.396617783832355e-29 2.396617783832355e-06 2.396617783832355
5857.7422 1.23313e-18 5.19856e-19 1.2935601442326993e-18 5.453317998428667e-19 511788412265736.1 7.57734184510997e-15 1.4805614319332386e-29 1.4805614319332387e-06 1.4805614319332387
5858.8945 1.47177e-18 5.28226e-19 1.5438788730552281e-18 5.541062541011646e-19 511687756111669.1 9.045423438009475e-15 1.7677623374743074e-29 1.7677623374743074e-06 1.7677623374743074
5860.0464 1.34902e-18 5.26289e-19 1.4151001775995186e-18 5.520686552969364e-19 511587174463328.44 8.29255270138142e-15 1.6209461681834728e-29 1.6209461681834728e-06 1.620946168183473
5861.1987 1.02415e-18 5.52929e-19 1.0743057146639393e-18 5.800076009406993e-19 511486597442942.9 6.296719258190852e-15 1.2310624148647925e-29 1.2310624148647925e-06 1.2310624148647924
5862.3511 1.9184e-18 5.8345e-19 2.012329081239366e-18 6.12016994604414e-19 511386051238043.4 1.1796979602965586e-14 2.3068637821476772e-29 2.3068637821476772e-06 2.306863782147677
5863.5034 1.56139e-18 6.14984e-19 1.6378222048669534e-18 6.450883192782703e-19 511285553275197.25 9.603376066832877e-15 1.878280347511384e-29 1.878280347511384e-06 1.8782803475113838
5864.6558 7.94717e-19 6.36853e-19 8.33610909356171e-19 6.680209539448703e-19 511185086088087.1 4.888841054498943e-15 9.563739607333734e-30 9.563739607333735e-07 0.9563739607333734
5865.8081 1.61815e-18 6.5754e-19 1.6973257166262808e-18 6.897132847451996e-19 511084667089603.56 9.956186936924744e-15 1.9480504069160857e-29 1.948050406916086e-06 1.948050406916086
5866.9604 2.55474e-18 6.69063e-19 2.6797152707762936e-18 7.017928784187038e-19 510984287536694.44 1.572178337691979e-14 3.0767645425478546e-29 3.076764542547855e-06 3.076764542547855
5868.1128 7.31445e-19 6.50806e-19 7.672186473235449e-19 6.8263574019925895e-19 510883938700019.56 4.5021255647579795e-15 8.812423377830114e-30 8.812423377830114e-07 0.8812423377830114
5869.2656 2.16846e-18 6.38755e-19 2.274492040016686e-18 6.699884540276779e-19 510783594458563.94 1.3349597887943758e-14 2.6135525950269554e-29 2.6135525950269555e-06 2.6135525950269556
5870.418 1.11138e-18 6.06719e-19 1.1657115994439521e-18 6.363794344895852e-19 510683324424257.4 6.843214356184566e-15 1.340011319911333e-29 1.340011319911333e-06 1.340011319911333
5871.5708 2.95478e-18 5.93217e-19 3.0991973142319833e-18 6.222109710898119e-19 510583058966094.7 1.819715645368294e-14 3.563995344955486e-29 3.5639953449554863e-06 3.563995344955486
5872.7231 1.3921e-18 5.66579e-19 1.4601250407160316e-18 5.942649130406209e-19 510482876333808.44 8.574910055501479e-15 1.6797644843809186e-29 1.6797644843809187e-06 1.6797644843809187
5873.876 1.30022e-19 5.4493e-19 1.3637413112669527e-19 5.715521625176513e-19 510382680873753.5 8.010447358459483e-16 1.5694982723053881e-30 1.569498272305388e-07 0.1569498272305388
5875.0288 9.29706e-19 5.41625e-19 9.75116105615012e-19 5.680798668651497e-19 510282533423495.75 5.728835203832037e-15 1.1226790706311594e-29 1.1226790706311594e-06 1.1226790706311593
5876.1812 1.2774e-18 5.43349e-19 1.3397789572427914e-18 5.698822268975368e-19 510182459996298.25 7.872783920705695e-15 1.543131043894143e-29 1.543131043894143e-06 1.543131043894143
5877.334 1.66778e-18 5.40491e-19 1.7492043441558343e-18 5.668788480357907e-19 510082391097732.44 1.0280658164854785e-14 2.0154897217153685e-29 2.0154897217153683e-06 2.0154897217153684
5878.4868 1.39837e-18 5.35754e-19 1.4666261732807406e-18 5.619048169224525e-19 509982361447167.0 8.621542600165346e-15 1.690557017638838e-29 1.6905570176388382e-06 1.6905570176388383
5879.6396 1.04706e-18 5.38098e-19 1.098157041898477e-18 5.643574464992327e-19 509882371021516.3 6.4567676305651445e-15 1.2663249403248497e-29 1.2663249403248497e-06 1.2663249403248498
5880.7925 2.26807e-18 5.46898e-19 2.37872855856629e-18 5.735810143526376e-19 509782411129112.3 1.3988809066752448e-14 2.7440744838113904e-29 2.7440744838113906e-06 2.744074483811391
5881.9453 2.1947e-18 5.48414e-19 2.3017552851517242e-18 5.751650899672838e-19 509682499087504.2 1.3538798681248344e-14 2.6563201023160797e-29 2.65632010231608e-06 2.6563201023160796
5883.0986 9.21909e-19 5.68326e-19 9.668689042508836e-19 5.960422741043723e-19 509582582892627.4 5.688185096981908e-15 1.1162440177396033e-29 1.1162440177396034e-06 1.1162440177396034
5884.2515 8.46203e-19 6.53937e-19 8.874617733337545e-19 6.8582135689492405e-19 509482740498090.5 5.222048270931806e-15 1.0249705938667372e-29 1.0249705938667373e-06 1.0249705938667373
5885.4043 2.42526e-18 8.72456e-19 2.5434836905705014e-18 9.149854476387593e-19 509382945875103.25 1.4969429849463497e-14 2.9387379319789564e-29 2.9387379319789566e-06 2.938737931978957
5886.5576 9.72858e-19 1.0899e-18 1.0202712908703377e-18 1.1430174598138487e-18 509283147080731.9 6.0058857213345975e-15 1.1792822432395433e-29 1.1792822432395434e-06 1.1792822432395433
5887.7109 1.90815e-18 1.23697e-18 2.0011253056504515e-18 1.2972418150200137e-18 509183387384051.06 1.1782047274343995e-14 2.3139103840120767e-29 2.3139103840120765e-06 2.3139103840120767
5888.8638 -1.26493e-18 1.27664e-18 -1.3265506261882498e-18 1.3388310747764438e-18 509083701341504.94 -7.811875961427316e-15 -1.534497360815512e-29 -1.5344973608155121e-06 -1.5344973608155121
5890.0171 2.38967e-18 1.31792e-18 2.506056349067016e-18 1.3821078992339533e-18 508984019757769.44 1.4760714749568292e-14 2.90003500632359e-29 2.90003500632359e-06 2.90003500632359
5891.1704 1.29226e-18 1.31299e-18 1.3551843205234513e-18 1.3769237312956264e-18 508884377202873.0 7.983621755611869e-15 1.568847878469867e-29 1.5688478784698671e-06 1.5688478784698672
5892.3237 1.10074e-18 1.26981e-18 1.154326812116842e-18 1.3316275680851855e-18 508784773653898.2 6.8016672325815154e-15 1.3368456732174856e-29 1.3368456732174857e-06 1.3368456732174856
5893.4766 2.31496e-18 1.18366e-18 2.4276333631385817e-18 1.2412709103451521e-18 508685243613251.94 1.4307200419036533e-14 2.812584127153126e-29 2.812584127153126e-06 2.812584127153126
5894.6299 -1.05961e-18 1.10461e-18 -1.111171838598998e-18 1.1583615902405972e-18 508585717993932.06 -6.549946743843628e-15 -1.287874690952642e-29 -1.2878746909526422e-06 -1.2878746909526422
5895.7837 2.30891e-18 1.0896e-18 2.4212395220077227e-18 1.1426095357461378e-18 508486188189027.4 1.4275104507648923e-14 2.8073731084987146e-29 2.8073731084987147e-06 2.8073731084987146
5896.937 -4.47116e-19 1.02862e-18 -4.688636201186847e-19 1.078651841863144e-18 508386740438298.7 -2.7648592294318165e-15 -5.438495951031553e-30 -5.438495951031553e-07 -0.5438495951031552
5898.0903 1.63586e-18 9.23799e-19 1.7154103877553157e-18 9.687225073037868e-19 508287331579172.4 1.0117645368538865e-14 1.9905366000574638e-29 1.990536600057464e-06 1.990536600057464
5899.2441 1.83474e-18 7.68872e-19 1.9239421488202593e-18 8.062533371746026e-19 508187918516543.5 1.1349804370169237e-14 2.2333872877774357e-29 2.233387287777436e-06 2.2333872877774357
5900.3975 3.93737e-19 6.54931e-19 4.1287566705146425e-19 6.867657179733743e-19 508088578777955.2 2.436130553681292e-15 4.794696545906672e-30 4.794696545906673e-07 0.47946965459066726
5901.5508 9.8462e-19 6.09532e-19 1.032469655196384e-18 6.3915347430598845e-19 507989286477039.25 6.093172119599944e-15 1.1994686269580119e-29 1.1994686269580119e-06 1.199468626958012
5902.7046 1.56962e-18 5.88995e-19 1.6458822056764802e-18 6.176121543637431e-19 507889989954774.25 9.715156466504705e-15 1.9128466121905267e-29 1.9128466121905267e-06 1.9128466121905268
5903.8584 2.07101e-18 5.89881e-19 2.171610868979885e-18 6.185349134020229e-19 507790732243849.2 1.2820883070358193e-14 2.5248359720360947e-29 2.5248359720360946e-06 2.5248359720360947
5905.0117 1.11914e-18 5.84568e-19 1.1734911469879056e-18 6.129576038855067e-19 507691556309702.2 6.929478952810002e-15 1.3648993895385723e-29 1.3648993895385724e-06 1.3648993895385724
5906.1655 2.58911e-18 5.92866e-19 2.7148228100360624e-18 6.216522820949439e-19 507592376136428.94 1.6034192819248047e-14 3.158871876936629e-29 3.158871876936629e-06 3.158871876936629
5907.3193 2.32555e-18 5.83834e-19 2.4384410389176008e-18 6.121755221411789e-19 507493234706307.44 1.4404649811109995e-14 2.8383924801374235e-29 2.8383924801374235e-06 2.8383924801374234
5908.4731 6.6996e-19 5.60593e-19 7.024752754766463e-19 5.878003494317266e-19 507394131996640.5 4.150556268568854e-15 8.180142431360116e-30 8.180142431360116e-07 0.8180142431360116
5909.627 2.06696e-18 5.68075e-19 2.1672541085332403e-18 5.956394307122635e-19 507295059400534.06 1.2807663395648969e-14 2.5246970492446086e-29 2.5246970492446086e-06 2.5246970492446086
5910.7808 1.49062e-18 5.76177e-19 1.5629327883259622e-18 6.04128433255483e-19 507196034067106.6 9.238153116927562e-15 1.8214166705619922e-29 1.8214166705619923e-06 1.8214166705619923
5911.9346 3.13707e-18 6.11508e-19 3.2892218390966196e-18 6.411669068214275e-19 507097047386146.7 1.9445664397630937e-14 3.834702745335324e-29 3.834702745335324e-06 3.834702745335324
5913.0884 6.91417e-19 6.15109e-19 7.249442475798847e-19 6.449360244029511e-19 506998099335027.75 4.2866594210113436e-15 8.454981244769303e-30 8.454981244769303e-07 0.8454981244769303
5914.2427 6.96617e-19 6.23254e-19 7.30388997287349e-19 6.534693585073712e-19 506899147037033.2 4.319697795367024e-15 8.521809161875418e-30 8.521809161875419e-07 0.8521809161875419
5915.3965 1.78159e-18 6.30844e-19 1.867942582915017e-18 6.6142062470963635e-19 506800276194503.6 1.104962101717645e-14 2.1802713092712964e-29 2.1802713092712963e-06 2.1802713092712964
5916.5508 6.91382e-19 6.17476e-19 7.248855248593327e-19 6.47398130625387e-19 506701401093353.2 4.288822032014905e-15 8.464200064891365e-30 8.464200064891365e-07 0.8464200064891365
5917.7046 2.89489e-18 6.06832e-19 3.0351421167340136e-18 6.362318986151235e-19 506602607369080.25 1.7961074465850608e-14 3.5453971623097566e-29 3.5453971623097566e-06 3.5453971623097567
5918.8589 1.94812e-18 5.77491e-19 2.042482180238958e-18 6.054632552144509e-19 506503809374472.5 1.2089163830598762e-14 2.386786359125071e-29 2.386786359125071e-06 2.3867863591250713
5920.0132 9.22336e-19 5.54631e-19 9.67001926139899e-19 5.814900917853128e-19 506405049907658.94 5.7246641671736276e-15 1.1304516351520386e-29 1.1304516351520386e-06 1.1304516351520386
5921.167 7.51177e-19 5.58673e-19 7.87546258475681e-19 5.857219148900781e-19 506306371700038.1 4.663192916659673e-15 9.210219695639912e-30 9.210219695639912e-07 0.9210219695639912
5922.3213 1.52178e-18 5.7425e-19 1.5954429309058165e-18 6.020470127565517e-19 506207689204569.2 9.448725652637945e-15 1.8665709459066547e-29 1.8665709459066548e-06 1.8665709459066548
5923.4756 2.25973e-18 5.80236e-19 2.3690900373728842e-18 6.083166249618728e-19 506109045169359.7 1.4033247030581367e-14 2.7727714342440593e-29 2.7727714342440593e-06 2.7727714342440595
5924.6299 2.50012e-18 5.87896e-19 2.6210872888177466e-18 6.163411087255003e-19 506010439571930.06 1.5528972121839557e-14 3.068903506215526e-29 3.068903506215526e-06 3.068903506215526
5925.7842 1.6262e-18 5.74792e-19 1.7048658177467887e-18 6.025969949048777e-19 505911872389818.0 1.0102666925924e-14 1.9969222857335195e-29 1.9969222857335197e-06 1.9969222857335196
5926.939 2.70244e-18 5.75833e-19 2.8331392676428577e-18 6.036822589602692e-19 505813300929872.9 1.6791843617823892e-14 3.319771067102079e-29 3.3197710671020795e-06 3.3197710671020793
5928.0933 1.98168e-18 5.80974e-19 2.077499889907763e-18 6.090657528154257e-19 505714810527695.25 1.2315613178112948e-14 2.4352882141739228e-29 2.435288214173923e-06 2.435288214173923
5929.2476 2.70833e-18 6.13047e-19 2.8392568704096778e-18 6.426830949825323e-19 505616358473543.94 1.6834656984660092e-14 3.329531709670931e-29 3.329531709670931e-06 3.329531709670931
5930.4023 8.39323e-19 6.21587e-19 8.798889247491094e-19 6.51629369227371e-19 505517910648321.5 5.218095303076645e-15 1.0322275814885553e-29 1.0322275814885553e-06 1.0322275814885553
5931.5566 1.6677e-18 6.35736e-19 1.7482851995142672e-18 6.664555013482053e-19 505419535236332.44 1.0370052613861169e-14 2.0517712298184454e-29 2.0517712298184457e-06 2.0517712298184456
5932.7114 1.84669e-18 6.40895e-19 1.935904702326978e-18 6.718570221303244e-19 505321155517526.06 1.1485163896808868e-14 2.272844461666424e-29 2.2728444616664242e-06 2.2728444616664243
5933.8657 1.37608e-18 6.32159e-19 1.4425447309613302e-18 6.626923104614437e-19 505222856661552.0 8.559866699767165e-15 1.6942754245779118e-29 1.694275424577912e-06 1.694275424577912
5935.0205 1.23472e-18 6.06661e-19 1.294344007425044e-18 6.359563543868121e-19 505124553487220.5 7.681958218119789e-15 1.520804753022987e-29 1.5208047530229869e-06 1.520804753022987
5936.1753 2.8024e-18 5.85795e-19 2.9376969268055888e-18 6.14076566956209e-19 505026288559908.25 1.7438683935789243e-14 3.4530249871775925e-29 3.4530249871775927e-06 3.4530249871775927
5937.3301 8.02365e-19 5.38934e-19 8.410938792123866e-19 5.649474848721571e-19 504928061857298.4 4.993852005973467e-15 9.890224733409287e-30 9.890224733409287e-07 0.9890224733409287
5938.4849 2.16037e-18 5.40702e-19 2.2646248464556546e-18 5.667951247833775e-19 504829873357091.44 1.3448440454841724e-14 2.663954960789131e-29 2.6639549607891314e-06 2.6639549607891313
5939.6396 1.62433e-18 5.35099e-19 1.7026995887800025e-18 5.609160991033784e-19 504731731534687.6 1.011342190442142e-14 2.0037222295635234e-29 2.0037222295635234e-06 2.0037222295635235
5940.7944 1.36463e-18 5.3432e-19 1.4304553857729209e-18 5.600938875198311e-19 504633619369153.75 8.498041345249608e-15 1.6840022184556537e-29 1.6840022184556538e-06 1.6840022184556538
5941.9492 1.054e-18 5.37598e-19 1.1048304929994355e-18 5.635243485536154e-19 504535545339229.75 6.564846664013602e-15 1.301166334990265e-29 1.301166334990265e-06 1.301166334990265
5943.104 2.46293e-18 5.68813e-19 2.5816820208654767e-18 5.962387462634157e-19 504437509422685.5 1.5343204744933698e-14 3.041646280922599e-29 3.041646280922599e-06 3.041646280922599
5944.2593 2.77891e-18 5.71386e-19 2.9128679912605655e-18 5.989297926361089e-19 504339469174906.3 1.7314842646722934e-14 3.43317223913683e-29 3.43317223913683e-06 3.43317223913683
5945.4141 9.88319e-19 5.62766e-19 1.0359507515156935e-18 5.898883464018002e-19 504241509434977.75 6.159156204967e-15 1.2214694922416393e-29 1.2214694922416394e-06 1.2214694922416394
5946.5693 1.39021e-18 5.65729e-19 1.4571961566872487e-18 5.929881992839359e-19 504143553830273.2 8.665317929434383e-15 1.7188195432826422e-29 1.7188195432826422e-06 1.7188195432826423
5947.7241 7.15082e-19 5.54429e-19 7.495301412920862e-19 5.8113789286603505e-19 504045670174916.1 4.4579984850393465e-15 8.844433647237387e-30 8.844433647237387e-07 0.8844433647237387
5948.8794 1.7882e-18 5.77032e-19 1.874325411144752e-18 6.048237001698237e-19 503947782165494.9 1.1150135827255546e-14 2.2125577732166457e-29 2.212557773216646e-06 2.2125577732166457
5950.0342 2.77051e-18 6.05443e-19 2.9039175064440687e-18 6.345967084955536e-19 503849974509390.2 1.727840847732093e-14 3.4292764416918543e-29 3.4292764416918543e-06 3.4292764416918544
5951.1895 1.15984e-18 6.18011e-19 1.2156772381892305e-18 6.477634032716278e-19 503752162487852.1 7.234725615300748e-15 1.4361676542629656e-29 1.4361676542629657e-06 1.4361676542629658
5952.3447 2.61026e-18 6.33344e-19 2.7358962430911902e-18 6.638279214271171e-19 503654396896738.9 1.6284997502313758e-14 3.2333674842617467e-29 3.2333674842617468e-06 3.2333674842617466
5953.5 1.69531e-18 6.25666e-19 1.776890362462247e-18 6.557738027383216e-19 503556660787771.94 1.0578716772918987e-14 2.1007996908172114e-29 2.1007996908172113e-06 2.1007996908172113
5954.6553 1.6105e-18 6.1718e-19 1.6879823145625736e-18 6.468729741705862e-19 503458962603595.2 1.0051352835716296e-14 1.9964592116379417e-29 1.996459211637942e-06 1.9964592116379418
5955.8105 2.61942e-18 6.02459e-19 2.7454147267495664e-18 6.314374215905876e-19 503361310773739.4 1.6351169856429696e-14 3.2483962327767255e-29 3.248396232776726e-06 3.248396232776726
5956.9658 2.60043e-18 5.72377e-19 2.7254840548920467e-18 5.999024726245063e-19 503263688369673.06 1.6235615303437246e-14 3.226065316977797e-29 3.226065316977797e-06 3.226065316977797
5958.1216 7.3291e-19 5.3361e-19 7.681477859737769e-19 5.592655852334763e-19 503166061599011.25 4.576717915602538e-15 9.095839852668495e-30 9.095839852668496e-07 0.9095839852668496
5959.2769 2.28551e-18 5.35017e-19 2.395371747721995e-18 5.607346309361931e-19 503068514906565.25 1.4274683523112313e-14 2.837522742953521e-29 2.837522742953521e-06 2.8375227429535212
5960.4326 2.18376e-18 5.32731e-19 2.288707882137722e-18 5.583331679118176e-19 502970972274730.56 1.3641689072570635e-14 2.71222194212817e-29 2.71222194212817e-06 2.7122219421281697
5961.5879 9.03317e-19 5.17592e-19 9.467194652431872e-19 5.424611974026302e-19 502873501202590.6 5.643951308688256e-15 1.1223401700807655e-29 1.1223401700807655e-06 1.1223401700807656
5962.7432 2.01797e-18 5.33784e-19 2.114908071918921e-18 5.594256060601343e-19 502776067901096.25 1.2610653724459656e-14 2.5082048509397955e-29 2.5082048509397958e-06 2.5082048509397956
5963.8989 2.64178e-18 5.34676e-19 2.7686566664894028e-18 5.603548636948905e-19 502678638633528.8 1.6511988447753817e-14 3.284800104623436e-29 3.284800104623436e-06 3.284800104623436
5965.0547 5.45254e-19 5.23852e-19 5.714351921753217e-19 5.490055429055572e-19 502581238693418.9 3.408642178830806e-15 6.782271036802714e-30 6.782271036802714e-07 0.6782271036802714
5966.2104 1.56059e-18 5.37842e-19 1.6355077710192903e-18 5.636616732008773e-19 502483884912942.4 9.757783472736108e-15 1.9419097339662321e-29 1.941909733966232e-06 1.9419097339662321
5967.3662 1.98017e-18 5.5239e-19 2.0752094645340863e-18 5.789022943050263e-19 502386560422586.4 1.2383534816580806e-14 2.4649414996619932e-29 2.4649414996619933e-06 2.464941499661993
5968.5215 1.38762e-18 5.51187e-19 1.4542051813421406e-18 5.776358017961909e-19 502289315704065.1 8.679454890251965e-15 1.7279791982208235e-29 1.7279791982208235e-06 1.7279791982208235
5969.6777 1.8787e-18 5.61126e-19 1.9688301189873634e-18 5.880458664751708e-19 502192032913267.6 1.175328125640721e-14 2.3403958020252166e-29 2.3403958020252165e-06 2.3403958020252165
5970.8335 8.43306e-19 5.58331e-19 8.837545743914986e-19 5.851109505619311e-19 502094821434896.8 5.276751418555002e-15 1.0509471903085943e-29 1.0509471903085945e-06 1.0509471903085945
5971.9893 2.73334e-18 5.75314e-19 2.8644142015447985e-18 6.029025265600123e-19 501997647584532.6 1.710625096239358e-14 3.407635682100087e-29 3.407635682100087e-06 3.407635682100087
5973.145 1.793e-18 5.76031e-19 1.8789625738995582e-18 6.036479031823405e-19 501900519742949.44 1.1223315903475277e-14 2.2361634351810093e-29 2.2361634351810096e-06 2.2361634351810094
5974.3008 9.24423e-19 5.81651e-19 9.687333751370777e-19 6.095312820882392e-19 501803421079835.8 5.787504578068143e-15 1.1533409966823171e-29 1.1533409966823171e-06 1.1533409966823172
5975.457 1.56749e-18 5.94818e-19 1.6426081715500785e-18 6.23323215704773e-19 501706326394784.5 9.815334496946118e-15 1.9563904181711655e-29 1.9563904181711657e-06 1.9563904181711655
5976.6128 2.50364e-18 6.04604e-19 2.6235948197776717e-18 6.335718882973828e-19 501609302847927.5 1.5680210381896926e-14 3.125980776845896e-29 3.1259807768458958e-06 3.125980776845896
5977.769 2.10471e-19 5.87876e-19 2.2055292955504384e-19 6.160362901069551e-19 501512283261531.2 1.3184144651533248e-15 2.6288777147773095e-30 2.62887771477731e-07 0.26288777147773096
5978.9253 2.0536e-18 5.84345e-19 2.151949652234337e-18 6.1233006405087345e-19 501415292811903.9 1.2866346220070077e-14 2.566005944476974e-29 2.566005944476974e-06 2.566005944476974
5980.0811 8.24069e-19 5.46292e-19 8.635261927628114e-19 5.7244897077402705e-19 501318381785825.6 5.1639566646958454e-15 1.0300752679964572e-29 1.0300752679964572e-06 1.0300752679964573
5981.2373 1.58667e-18 5.38426e-19 1.6626247312657905e-18 5.642007371139017e-19 501221474693873.1 9.944553058549423e-15 1.984063644643952e-29 1.984063644643952e-06 1.9840636446439521
5982.3936 1.33335e-18 5.20749e-19 1.3971642995442783e-18 5.456721129661255e-19 501124596683173.7 8.358386763742173e-15 1.6679258649574132e-29 1.6679258649574132e-06 1.6679258649574131
5983.5498 5.54087e-19 5.1416e-19 5.805999128435615e-19 5.387624167100936e-19 501027764488564.94 3.4740484923751095e-15 6.933844266936625e-30 6.933844266936625e-07 0.6933844266936625
5984.7061 1.42807e-18 5.17924e-19 1.4963879186025316e-18 5.427011395479896e-19 500930961338268.5 8.955441904426875e-15 1.7877597105401213e-29 1.7877597105401214e-06 1.7877597105401213
5985.8623 1.71213e-18 5.18606e-19 1.794019371262825e-18 5.434103777476761e-19 500834203954207.25 1.0738752919911845e-14 2.1441732284110773e-29 2.1441732284110774e-06 2.1441732284110775
5987.0186 1.31167e-18 5.13943e-19 1.3743921677143628e-18 5.385190130533006e-19 500737475577577.1 8.22851147180021e-15 1.6432785387810267e-29 1.6432785387810267e-06 1.6432785387810267
5988.1748 2.27067e-18 5.21403e-19 2.3792265896827365e-18 5.463303260889286e-19 500640792917401.2 1.42472247078281e-14 2.845797807406936e-29 2.845797807406936e-06 2.845797807406936
5989.3315 1.51898e-18 5.17296e-19 1.5915838904809156e-18 5.420216067428246e-19 500544105798785.7 9.532523530149898e-15 1.904432280735294e-29 1.904432280735294e-06 1.904432280735294
5990.4878 1.5238e-18 5.20388e-19 1.5966184650762058e-18 5.452559980339131e-19 500447489434833.6 9.564523436293736e-15 1.9111942088260175e-29 1.911194208826018e-06 1.9111942088260179
5991.6445 2.26299e-18 5.2086e-19 2.3711089650990562e-18 5.45745149364997e-19 500350876958738.06 1.4206841989636453e-14 2.839375854797999e-29 2.8393758547979992e-06 2.839375854797999
5992.8008 1.76397e-18 5.19858e-19 1.84822897654427e-18 5.446898866127832e-19 500254335168290.56 1.1076068089217682e-14 2.2140873772721193e-29 2.2140873772721195e-06 2.2140873772721195
5993.9575 1.90416e-18 5.28833e-19 1.995095643132087e-18 5.540881093208925e-19 500157797248312.1 1.1958518493368896e-14 2.390949128287183e-29 2.390949128287183e-06 2.390949128287183
5995.1143 1.01152e-18 5.30703e-19 1.0598159711591174e-18 5.560419125099425e-19 500061288239325.1 6.353717884064413e-15 1.270587832630543e-29 1.270587832630543e-06 1.270587832630543
5996.2705 7.44989e-19 5.37722e-19 7.805514829692323e-19 5.633904722421157e-19 499964866494932.2 4.68039783105966e-15 9.361453463464721e-30 9.361453463464721e-07 0.9361453463464722
5997.4272 1.63219e-18 5.55587e-19 1.710086632998915e-18 5.821025139033864e-19 499868440253847.5 1.025612008710411e-14 2.051763876490334e-29 2.051763876490334e-06 2.051763876490334
5998.584 1.55286e-18 5.62332e-19 1.6269545114671038e-18 5.891635977115254e-19 499772042868783.7 9.759423301214384e-15 1.9527749581976405e-29 1.9527749581976405e-06 1.9527749581976406
5999.7407 1.93092e-19 5.62199e-19 2.023033609282448e-19 5.890184327185916e-19 499675690984445.4 1.2137677083079802e-15 2.4291109817983203e-30 2.4291109817983204e-07 0.24291109817983203
6000.8975 9.63954e-19 5.72922e-19 1.009928987054022e-18 6.002470399219926e-19 499579367919548.7 6.060480333590013e-15 1.2131166182519333e-29 1.2131166182519334e-06 1.2131166182519335
6002.0547 1.35277e-18 5.79351e-19 1.4172752460394532e-18 6.069766708813792e-19 499483048696640.5 8.506563551684756e-15 1.703073522491289e-29 1.7030735224912892e-06 1.7030735224912892
6003.2114 2.34531e-18 5.80024e-19 2.4571190989623376e-18 6.076757649336467e-19 499386808200690.7 1.4750605386048435e-14 2.953743499792359e-29 2.9537434997923592e-06 2.9537434997923593
6004.3682 1.0404e-18 5.54749e-19 1.089988738405741e-18 5.811900832774378e-19 499290596469417.06 6.54469371924155e-15 1.3107985140357897e-29 1.3107985140357898e-06 1.3107985140357898
6005.5254 1.72127e-18 5.4709e-19 1.803293352979708e-18 5.731603760488875e-19 499194388554247.0 1.0829724034970802e-14 2.169440258800895e-29 2.169440258800895e-06 2.169440258800895
6006.6821 1.95519e-18 5.33244e-19 2.04834010356822e-18 5.586490674497782e-19 499098259253640.2 1.2303727834815372e-14 2.465191494198872e-29 2.465191494198872e-06 2.465191494198872
6007.8389 1.63933e-18 5.10917e-19 1.7174148213104704e-18 5.352530779400619e-19 499002158663076.0 1.0317951570905593e-14 2.067716820814843e-29 2.067716820814843e-06 2.067716820814843
6008.9961 1.7229e-18 5.03857e-19 1.804947649480786e-18 5.278515919812178e-19 498906061862812.6 1.0845923386434211e-14 2.1739409912033868e-29 2.173940991203387e-06 2.173940991203387
6010.1533 1.81776e-18 5.04909e-19 1.9043062919896046e-18 5.289484781171218e-19 498810002067667.75 1.1445172745012085e-14 2.2944954386579144e-29 2.2944954386579146e-06 2.294495438657915
6011.3105 6.75646e-19 4.94507e-19 7.07807551769684e-19 5.180461203100013e-19 498713979256270.3 4.254850967932395e-15 8.531645682516526e-30 8.531645682516526e-07 0.8531645682516525
6012.4678 1.98753e-18 5.06066e-19 2.082118283180383e-18 5.301501215558828e-19 498617985114198.8 1.2518669133413336e-14 2.5106734027145405e-29 2.5106734027145407e-06 2.5106734027145405
6013.625 1.87476e-18 4.959e-19 1.9639621277647563e-18 5.194951989366866e-19 498522036209441.06 1.1810531750579333e-14 2.369109265536548e-29 2.369109265536548e-06 2.3691092655365478
6014.7822 1.8882e-18 5.03599e-19 1.9780221455076183e-18 5.275553301850921e-19 498426124224415.0 1.1897372392005032e-14 2.38698812397086e-29 2.3869881239708603e-06 2.3869881239708604
6015.9395 1.05062e-18 4.89437e-19 1.1005874278904874e-18 5.127145960903433e-19 498330240854317.06 6.621067380649785e-15 1.3286505288739645e-29 1.3286505288739646e-06 1.3286505288739645
6017.0967 1.61682e-18 5.01063e-19 1.6936992117406406e-18 5.248883661337692e-19 498234402648041.2 1.019115193775721e-14 2.0454532813456405e-29 2.0454532813456407e-06 2.0454532813456408
6018.2539 1.7902e-18 4.91911e-19 1.8753049324740683e-18 5.152961259290869e-19 498138601297628.94 1.1286061223551298e-14 2.2656467886952768e-29 2.2656467886952767e-06 2.2656467886952765
6019.4111 1.39156e-18 4.93563e-19 1.4576995226121447e-18 5.170215797227701e-19 498042836781824.0 8.774492686876246e-15 1.761794777247255e-29 1.761794777247255e-06 1.761794777247255
6020.5688 2.36815e-18 5.02716e-19 2.4806815336199938e-18 5.2660443715782735e-19 497947067725561.06 1.4935113844048687e-14 2.9993376429078677e-29 2.999337642907868e-06 2.999337642907868
