wave flambda eflambda flambda0 eflambda0 freq nufnu0 fnu0 fnu0_Jy fnu0_uJy
3432.3013 4.14304e-18 1.64086e-18 4.500369511613326e-18 1.7823811299977412e-18 873444467127638.2 1.5446624125190782e-14 1.7684723764966656e-29 1.7684723764966657e-06 1.7684723764966657
3434.3477 1.22229e-18 1.69954e-18 1.3276700787116193e-18 1.8460663227004604e-18 872924014071143.8 4.5596806811820685e-15 5.223456575465974e-30 5.223456575465974e-07 0.5223456575465975
3436.3943 2.1839e-18 1.72366e-18 2.3721141532365374e-18 1.8722094790822337e-18 872404130108119.4 8.151519555131363e-15 9.343742508556354e-30 9.343742508556355e-07 0.9343742508556355
3438.4417 3.35603e-18 1.74677e-18 3.64515213727867e-18 1.897254315019312e-18 871884662171238.8 1.2533643111663103e-14 1.4375345335758973e-29 1.4375345335758973e-06 1.4375345335758973
3440.4893 3.52303e-19 1.6474e-18 3.8264251150359746e-19 1.789270240250655e-18 871365761840910.2 1.316477466553254e-15 1.5108207416504047e-30 1.5108207416504048e-07 0.1510820741650405
3442.5374 4.15503e-18 1.60924e-18 4.512717574525171e-18 1.74777212911312e-18 870847352304727.4 1.5535199025940188e-14 1.7839175815170995e-29 1.7839175815170995e-06 1.7839175815170996
3444.5859 1.10428e-18 1.54879e-18 1.1993070086163372e-18 1.6820685893748842e-18 870329458179573.9 4.131116011651014e-15 4.746611725968543e-30 4.746611725968543e-07 0.4746611725968543
3446.635 3.99336e-18 1.57243e-18 4.33687457266737e-18 1.7076926909418018e-18 869812028253644.4 1.49476236927654e-14 1.7184889616640886e-29 1.7184889616640887e-06 1.7184889616640886
3448.6843 1.15888e-18 1.66866e-18 1.2585317043426571e-18 1.8121475163678882e-18 869295162795852.2 4.340278529818763e-15 4.992870909185131e-30 4.992870909185131e-07 0.4992870909185131
3450.7344 4.93013e-18 1.85075e-18 5.3539142857396715e-18 2.0098368327676344e-18 868778709830579.8 1.8474936200453314e-14 2.1265410847897166e-29 2.1265410847897166e-06 2.1265410847897166
3452.7847 -1.09616e-18 1.91974e-18 -1.1903492487665938e-18 2.084696638106828e-18 868262819862472.1 -4.110019673797789e-15 -4.733612426763584e-30 -4.7336124267635846e-07 -0.4733612426763585
3454.8354 1.32805e-18 1.93971e-18 1.442123135651329e-18 2.1063218007260564e-18 867747441744981.6 4.982298060207213e-15 5.741645345779583e-30 5.741645345779584e-07 0.5741645345779584
3456.8867 4.55121e-18 1.88435e-18 4.941995138362985e-18 2.0461478461715213e-18 867232524571892.9 1.708391726527166e-14 1.9699350267917006e-29 1.9699350267917007e-06 1.9699350267917006
3458.9385 3.67474e-18 1.79074e-18 3.990153755487921e-18 1.9444444875290332e-18 866718092848427.2 1.3801696445776757e-14 1.5924089458451418e-29 1.5924089458451419e-06 1.5924089458451418
3460.9905 1.20724e-18 1.70649e-18 1.3108236306119987e-18 1.8529102890917048e-18 866204221017075.9 4.536748132723637e-15 5.237504069648492e-30 5.237504069648493e-07 0.5237504069648492
3463.0432 1.15165e-18 1.63432e-18 1.2504284317961587e-18 1.774497629186904e-18 865690783181682.5 4.3302876778183516e-15 5.002118264333599e-30 5.0021182643336e-07 0.5002118264333599
3465.0962 4.03485e-18 1.57999e-18 4.3808003191401925e-18 1.7154592354705412e-18 865177878755574.0 1.517989453881147e-14 1.75454029877017e-29 1.7545402987701702e-06 1.7545402987701701
3467.1497 9.38574e-19 1.51642e-18 1.0190192093463695e-18 1.6463924095883985e-18 864665457046749.4 3.533092145979502e-15 4.086079901985122e-30 4.086079901985122e-07 0.4086079901985122
3469.2036 2.14016e-18 1.49439e-18 2.323528119518429e-18 1.6224287840755574e-18 864153542328850.4 8.060792116934564e-15 9.327962823841623e-30 9.327962823841623e-07 0.9327962823841623
3471.2578 2.53588e-18 1.46847e-18 2.753076490055685e-18 1.594243510478442e-18 863642158758707.1 9.556638240102418e-15 1.106550686899995e-29 1.106550686899995e-06 1.106550686899995
3473.3127 3.6611e-18 1.45677e-18 3.974560459363775e-18 1.5814974844684295e-18 863131206124919.2 1.3804891320426035e-14 1.5993966180882216e-29 1.5993966180882218e-06 1.5993966180882218
3475.3679 2.17508e-18 1.47535e-18 2.3612432935600863e-18 1.6016239830966557e-18 862620783255781.4 8.206189146529001e-15 9.513089999473999e-30 9.513089999473999e-07 0.9513089999473999
3477.4236 2.71671e-18 1.64135e-18 2.9491496936303755e-18 1.781782689223442e-18 862110839760793.0 1.0255442744563037e-14 1.1895735758766912e-29 1.1895735758766911e-06 1.1895735758766912
3479.4797 8.80874e-19 1.8641e-18 9.562146817974755e-19 2.0235354753786285e-18 861601399772500.5 3.3271295741562756e-15 3.861564727070754e-30 3.861564727070754e-07 0.38615647270707537
3481.5361 8.2088e-19 2.0297e-18 8.910650664788993e-19 2.2032389209533938e-18 861092487307542.2 3.1022751963951874e-15 3.6027200818989365e-30 3.602720081898937e-07 0.3602720081898937
3483.5933 1.29957e-18 2.03475e-18 1.4106445348673742e-18 2.2086605318077434e-18 860583978043590.8 4.914111850345601e-15 5.7102060643949015e-30 5.710206064394902e-07 0.5710206064394902
3485.6506 5.0055e-18 1.97488e-18 5.433173771543464e-18 2.143615266795676e-18 860076044340187.2 1.8938145416684738e-14 2.2019152307879074e-29 2.2019152307879075e-06 2.2019152307879075
3487.7085 2.30848e-18 1.84731e-18 2.5056505672034206e-18 2.005091380172473e-18 859568561994214.8 8.738978781265193e-15 1.0166703585564602e-29 1.0166703585564602e-06 1.0166703585564603
3489.7668 2.11405e-18 1.77256e-18 2.2945522173755686e-18 1.9239050535376355e-18 859061579702116.4 8.007452149063643e-15 9.321161996140328e-30 9.321161996140328e-07 0.9321161996140328
3491.8254 1.2915e-18 1.65869e-18 1.4017334780424926e-18 1.8002642684431297e-18 858555121341405.0 4.894608562659118e-15 5.7009834790942604e-30 5.70098347909426e-07 0.570098347909426
3493.8845 2.86514e-18 1.60353e-18 3.109605305463065e-18 1.7403496497445807e-18 858049136999233.9 1.0864601777875169e-14 1.2661980892925098e-29 1.26619808929251e-06 1.26619808929251
3495.9441 2.31578e-18 1.5187e-18 2.5133047091963368e-18 1.648237683137637e-18 857543626055119.1 8.78637276961715e-15 1.0245977583713508e-29 1.024597758371351e-06 1.0245977583713508
3498.0042 -2.05229e-18 1.4463e-18 -2.227281140331291e-18 1.5696206253800124e-18 857038587889631.4 -7.791038783459644e-15 -9.090651102004951e-30 -9.090651102004951e-07 -0.9090651102004951
3500.0647 2.87133e-18 1.40368e-18 3.116075148109121e-18 1.523326250865561e-18 856534046356343.1 1.0906464628444005e-14 1.2733252898515372e-29 1.2733252898515371e-06 1.273325289851537
3502.1255 9.66373e-19 1.37688e-18 1.048716603353423e-18 1.4942024630502517e-18 856030025194699.6 3.672737158877408e-15 4.290430301252649e-30 4.2904303012526497e-07 0.42904303012526496
3504.187 1.57886e-18 1.34343e-18 1.7133478993478632e-18 1.4578638818013627e-18 855526425958432.0 6.00389143537209e-15 7.017774382183496e-30 7.017774382183496e-07 0.7017774382183496
3506.2485 2.76649e-18 1.3507e-18 3.0020619896002018e-18 1.4657147249232754e-18 855023418904849.4 1.0525975347942724e-14 1.2310745080438667e-29 1.2310745080438668e-06 1.2310745080438668
3508.3108 3.58228e-18 1.38779e-18 3.8872165023544455e-18 1.5059236547122153e-18 854520808133646.4 1.3637563637148327e-14 1.595931135595638e-29 1.595931135595638e-06 1.595931135595638
3510.3733 1.79675e-18 1.40076e-18 1.949645004878943e-18 1.5199581116094213e-18 854018739260579.4 6.843981769605411e-15 8.013854327752832e-30 8.013854327752832e-07 0.8013854327752832
3512.4363 2.15795e-18 1.38847e-18 2.341520615750425e-18 1.506583159642713e-18 853517138517216.8 8.224442007960143e-15 9.635942427879254e-30 9.635942427879253e-07 0.9635942427879254
3514.4998 1.69221e-18 1.36067e-18 1.8361138998999956e-18 1.476380059317063e-18 853016005293270.9 6.4530219339757546e-15 7.564948247081455e-30 7.564948247081455e-07 0.7564948247081456
3516.5637 3.71436e-18 1.32976e-18 4.0301215128909395e-18 1.4428042470255587e-18 852515363222341.1 1.417217901882136e-14 1.6623957327001473e-29 1.6623957327001474e-06 1.6623957327001475
3518.6279 4.04558e-18 1.30999e-18 4.389385847873104e-18 1.4213169846734677e-18 852015235825305.6 1.544461550819146e-14 1.812715883329365e-29 1.8127158833293649e-06 1.8127158833293648
3520.6926 3.5381e-18 1.26981e-18 3.838680071255931e-18 1.3776869905546747e-18 851515573952693.2 1.351481252063823e-14 1.5871480139703302e-29 1.5871480139703303e-06 1.5871480139703302
3522.7578 2.41424e-18 1.23848e-18 2.6192752223462546e-18 1.34366093568634e-18 851016376998725.2 9.227072219867002e-15 1.084241439913068e-29 1.084241439913068e-06 1.084241439913068
3524.8232 3.75674e-19 1.20319e-18 4.075686231098008e-19 1.3053405123577389e-18 850517716746757.6 1.4366073383294819e-15 1.689097487380422e-30 1.689097487380422e-07 0.1689097487380422
3526.8894 3.27441e-18 1.20793e-18 3.5523160469771506e-18 1.3104495535455576e-18 850019447732044.0 1.2528625811533614e-14 1.4739222549509334e-29 1.4739222549509334e-06 1.4739222549509334
3528.9558 2.13876e-18 1.17653e-18 2.320222097708044e-18 1.2763521407808472e-18 849521714043570.6 8.187961228994968e-15 9.6383189430459e-30 9.6383189430459e-07 0.9638318943045899
3531.0225 3.24669e-18 1.18491e-18 3.522064643671079e-18 1.2854105618128922e-18 849024490781353.0 1.2436489503257064e-14 1.464797498575315e-29 1.4647974985753151e-06 1.4647974985753152
3533.0898 1.35295e-18 1.15937e-18 1.4676661092823516e-18 1.2576725356581396e-18 848527705126543.8 5.185396160511162e-15 6.1110510937740645e-30 6.111051093774065e-07 0.6111051093774065
3535.1575 3.44955e-18 1.16823e-18 3.741941628608707e-18 1.2672518064065026e-18 848031404541381.8 1.3228353012938285e-14 1.5598895208476653e-29 1.5598895208476654e-06 1.5598895208476655
3537.2256 1.73007e-18 1.20014e-18 1.876667402431749e-18 1.301833808085476e-18 847535588343587.8 6.638195978567086e-15 7.832350723514381e-30 7.832350723514381e-07 0.7832350723514382
3539.2939 1.47027e-18 1.3931e-18 1.5948132203866719e-18 1.5111063255869144e-18 847040303717077.5 5.6445127025539035e-15 6.663806524652981e-30 6.663806524652981e-07 0.6663806524652981
3541.3628 5.5655e-18 1.66194e-18 6.0367895700288826e-18 1.802673984011104e-18 846545454196333.8 2.1378462014728278e-14 2.525376742472013e-29 2.525376742472013e-06 2.525376742472013
3543.4324 3.48941e-18 1.82638e-18 3.784800499667029e-18 1.9809893181316807e-18 846051015394000.5 1.341118471805634e-14 1.5851508329921262e-29 1.5851508329921261e-06 1.5851508329921262
3545.502 1.45541e-18 1.87737e-18 1.578576054641507e-18 2.0362449946766383e-18 845557153824761.6 5.596844558883572e-15 6.619120343985046e-30 6.619120343985046e-07 0.6619120343985047
3547.572 -8.7196e-21 1.79939e-18 -9.457272558988118e-21 1.9516172381666166e-18 845063773194737.0 -3.3550355326634596e-17 -3.970156619044091e-32 -3.970156619044091e-09 -0.003970156619044091
3549.6426 2.91221e-18 1.75574e-18 3.158502597641419e-18 1.9042271507834067e-18 844570825243082.2 1.121155537279864e-14 1.3274855154476545e-29 1.3274855154476547e-06 1.3274855154476546
3551.7136 5.64061e-19 1.74503e-18 6.117498190318438e-19 1.8925644331112033e-18 844078356993649.4 2.1727601520529385e-15 2.574121388198662e-30 2.574121388198662e-07 0.25741213881986624
3553.7852 1.27226e-18 1.7794e-18 1.3797896889010088e-18 1.9297924735749413e-18 843586320298705.8 4.903476175529009e-15 5.812654920474215e-30 5.812654920474215e-07 0.5812654920474215
3555.8569 2.68763e-18 1.78815e-18 2.9147127995808523e-18 1.9392340807962783e-18 843094833203214.6 1.036430161990789e-14 1.2293162301244634e-29 1.2293162301244635e-06 1.2293162301244636
3557.9292 2.68302e-18 1.72619e-18 2.9096414912547898e-18 1.8719927714996927e-18 842603776376438.4 1.0352298423266961e-14 1.228608120863917e-29 1.228608120863917e-06 1.228608120863917
3560.0017 3.00427e-18 1.63782e-18 3.257945640353361e-18 1.7761148394397115e-18 842113243934686.9 1.1598292018165553e-14 1.3772841243980128e-29 1.3772841243980129e-06 1.377284124398013
3562.0747 6.15912e-18 1.59901e-18 6.679021727782401e-18 1.7339851363411229e-18 841623164163289.4 2.379117431728398e-14 2.826820283747333e-29 2.826820283747333e-06 2.8268202837473333
3564.1482 3.6637e-18 1.49079e-18 3.972861532406433e-18 1.6165903987488567e-18 841133536478645.9 1.415986727957563e-14 1.6834267884330293e-29 1.6834267884330293e-06 1.6834267884330294
3566.2222 2.04798e-18 1.42729e-18 2.220744442147311e-18 1.547693988629008e-18 840644360298132.9 7.919668130112357e-15 9.420949576469723e-30 9.420949576469723e-07 0.9420949576469723
3568.2964 3.28042e-18 1.35441e-18 3.557064073119038e-18 1.4686299776471174e-18 840155705675122.6 1.2692658926680002e-14 1.5107507859487286e-29 1.5107507859487287e-06 1.5107507859487286
3570.3711 2.09621e-18 1.29856e-18 2.2729317939663775e-18 1.4080356025269314e-18 839667501229774.1 8.115209989448708e-15 9.664789905007874e-30 9.664789905007875e-07 0.9664789905007874
3572.446 1.86231e-18 1.24887e-18 2.0192634438827138e-18 1.3541233936142775e-18 839179816853774.8 7.213709613045025e-15 8.596142886384501e-30 8.596142886384502e-07 0.8596142886384501
3574.5215 1.83716e-18 1.20222e-18 1.9919452307255874e-18 1.3035099802319426e-18 838692557871032.5 7.120251054051073e-15 8.489703392772884e-30 8.489703392772884e-07 0.8489703392772885
3576.5974 2.8265e-18 1.19006e-18 3.064564867378348e-18 1.2902940265601546e-18 838205770657888.2 1.0960714736796744e-14 1.3076400951277075e-29 1.3076400951277076e-06 1.3076400951277076
3578.6736 1.35496e-18 1.1271e-18 1.469047139319341e-18 1.22200141017213e-18 837719477965243.9 5.257240214637648e-15 6.275657129767449e-30 6.275657129767449e-07 0.6275657129767449
3580.7505 2.23401e-18 1.12065e-18 2.422053924953994e-18 1.2149787740429515e-18 837233585529067.1 8.672770802805977e-15 1.0358842445773905e-29 1.0358842445773905e-06 1.0358842445773906
3582.8274 7.42965e-19 1.07082e-18 8.054832262523017e-19 1.1609262190486628e-18 836748256418938.9 2.885907373257146e-15 3.448955347224822e-30 3.4489553472248223e-07 0.34489553472248224
3584.905 8.95658e-19 1.04216e-18 9.710013047237602e-19 1.1298271435424167e-18 836263326364296.9 3.4809474323107317e-15 4.162501597964785e-30 4.162501597964785e-07 0.4162501597964785
3586.9829 1.31541e-18 1.02173e-18 1.4260285196648946e-18 1.107651697491438e-18 835778888156952.2 5.1151399149502905e-15 6.120207135442395e-30 6.120207135442395e-07 0.6120207135442395
3589.0613 1.56148e-18 1.02063e-18 1.6927505905453215e-18 1.1064323816048053e-18 835294894517404.9 6.075385635078359e-15 7.273342235125761e-30 7.273342235125761e-07 0.7273342235125762
