###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58554.614092  22.214  1.960     5    9 o  0   1.32 236.97569  44.65204  4204.01  5925.05 2.98 2.93 -44.4 -0.439 19.50 21.50 01a58554o0852o
58554.623304  21.489  1.146     9   11 o  0   1.02 236.97569  44.65204  6339.96  4541.30 3.04 2.93 -33.6 -0.433 19.49 21.56 01a58554o0871o
58558.609998  17.273  0.518   447  232 o  0   0.26 236.97569  44.65204  7262.35    43.90 3.77 3.38 -23.3 -0.398 19.37 21.44 01a58558o0859o
58558.615583  20.504  0.472    23   11 o  0   1.07 236.97569  44.65204  4867.78  9832.46 2.99 2.83 -28.2 -0.449 19.40 21.42 01a58558o0871o
58558.619736 -21.925  1.880    -6   12 o  0   1.37 236.97569  44.65204  7278.66    81.57 3.62 3.21 -21.9 -0.397 19.40 21.43 01a58558o0880o
58558.625321 -20.185  0.380   -31   12 o  0   1.01 236.97569  44.65204  4895.94  9868.73 3.11 2.98 -63.2 -0.450 19.40 21.39 01a58558o0892o
58558.635061 -21.832  1.714    -7   12 o  0   1.30 236.97569  44.65204  4840.77  9790.37 3.01 2.89 -51.7 -0.457 19.40 21.32 01a58558o0913o
58558.639707  21.324  1.214    11   13 o  0   0.91 236.97569  44.65204  7216.39   120.09 3.73 3.22 -22.9 -0.401 19.38 21.30 01a58558o0921o
58558.645484  21.803  1.865     7   13 o  0   1.00 236.97569  44.65204  4817.79  9905.03 2.95 2.83 -52.4 -0.465 19.33 21.00 01a58558o0933o
58568.569028  22.737  3.968     3   12 o  0   0.95 236.97569  44.65204  2827.88  4654.75 2.25 1.76 -50.7 -0.455 19.31 20.25 02a58568o0690o
58568.579610  21.997  2.281     6   13 o  0   0.66 236.97569  44.65204  2811.20  4618.29 2.16 1.75 -52.9 -0.454 19.34 20.25 02a58568o0711o
58570.595158 -23.467  8.000    -2   12 o  0   1.14 236.97569  44.65204  8549.71  1937.96 3.23 3.06 -20.2 -0.414 19.39 21.19 01a58570o0312o
58570.604992 -22.688  4.000    -3   12 o  0   1.01 236.97569  44.65204  8578.35  1974.47 3.24 3.13 -39.7 -0.414 19.41 21.21 01a58570o0333o
58570.614737  20.521  0.538    22   12 o  0   1.17 236.97569  44.65204  8522.67  1898.47 3.20 3.06 -51.7 -0.421 19.41 21.20 01a58570o0354o
58570.624565  21.773  1.794     7   13 o  0   0.95 236.97569  44.65204  8499.40  2016.10 3.15 3.05 -34.3 -0.421 19.43 21.22 01a58570o0375o
58572.561019  22.747  2.857     3    8 o  0   1.29 236.97569  44.65204  2679.96  3984.49 2.09 1.97  53.8 -0.452 19.68 21.26 02a58572o0742o
58572.571349  21.072  0.610    14    8 o  0   1.04 236.97569  44.65204  2694.60  4024.90 2.03 1.99  36.5 -0.453 19.69 21.23 02a58572o0762o
58572.582350 -20.960  0.531   -15    8 o  0   2.21 236.97569  44.65204  2640.01  3941.61 2.31 2.06  27.1 -0.434 19.63 21.25 02a58572o0783o
58572.593514 -25.159 27.000    -0    8 o  0   1.18 236.97569  44.65204  7980.93  6517.84 2.18 2.00  48.3 -0.428 19.69 21.18 02a58572o0804o
58574.614370 -20.920  0.693   -16   11 o  0   1.11 236.97569  44.65204  3295.72  2083.39 3.46 2.79 -10.2 -0.417 19.41 21.25 01a58574o0080o
58574.624277 -21.282  0.879   -11   10 o  0   1.25 236.97569  44.65204  3326.41  2121.43 3.12 2.81 -11.6 -0.434 19.37 21.19 01a58574o0101o
58574.634043 -23.793 11.833    -1   13 o  0   0.98 236.97569  44.65204  3271.20  2042.88 3.08 2.70  -8.3 -0.445 19.42 21.12 01a58574o0122o
58574.643915 -21.464  1.796    -9   17 o  0   1.24 236.97569  44.65204  3246.00  2159.40 3.07 2.83  -6.5 -0.439 18.98 20.08 01a58574o0143o
58576.604477  21.724  1.750     7   13 c  0   0.96 236.97569  44.65204  5039.41 10452.96 2.56 2.32  54.0 -0.400 19.78 21.87 02a58576o0819c
58576.610017 -21.359  0.598   -10    6 c  0   1.49 236.97569  44.65204  7795.94   759.41 2.50 2.13 -55.3 -0.428 19.82 21.85 02a58576o0831c
58576.615411  21.730  1.140     7    8 c  0   1.49 236.97569  44.65204  5009.49 10412.14 2.54 2.34  53.8 -0.390 19.77 21.86 02a58576o0842c
58576.621053 -22.078  1.432    -5    8 c  0   1.14 236.97569  44.65204  7782.20   718.92 2.53 2.16 -52.6 -0.421 19.82 21.84 02a58576o0854c
58576.626230  20.262  0.594    28   17 c  0   0.97 236.97569  44.65204  5062.87 10489.19 2.49 2.38  75.0 -0.405 19.77 21.80 02a58576o0865c
58576.631990  20.803  0.511    17    9 c  0   0.96 236.97569  44.65204  7836.99   800.64 2.52 2.15 -53.5 -0.431 19.72 21.64 02a58576o0877c
58576.637926  22.878  5.474     3   14 c  0   0.87 236.97569  44.65204  5089.45 10370.62 2.55 2.31 -47.8 -0.433 19.57 21.07 02a58576o0888c
58576.643661 -21.642  2.828    -8   23 c  0   0.95 236.97569  44.65204  7865.60   681.96 2.57 2.17 -54.0 -0.440 18.84 19.79 02a58576o0900c
58578.581026  20.856  0.726    16   12 o  0   1.06 236.97569  44.65204  9142.97  7732.34 3.02 2.98 -80.9 -0.436 19.44 21.28 01a58578o0784o
58578.591503 -24.437 20.000    -1   12 o  0   1.15 236.97569  44.65204  9173.94  7768.52 3.22 2.90  -1.0 -0.423 19.33 21.27 01a58578o0806o
58578.602432  20.504  0.538    23   12 o  0   0.97 236.97569  44.65204  9117.49  7693.02 3.00 2.96  75.2 -0.433 19.39 21.26 01a58578o0829o
58578.612792  21.240  0.950    12   11 o  0   1.31 236.97569  44.65204  9092.41  7810.51 2.96 2.96  36.3 -0.432 19.39 21.24 01a58578o0851o
58580.575517  20.874  0.632    16   10 c  0   1.02 236.97569  44.65204  5311.55  8498.84 2.65 2.41  43.5 -0.402 19.65 21.51 02a58580o0756c
58580.586026 -21.175  0.742   -12    9 c  0   1.30 236.97569  44.65204  5294.34  8459.42 2.55 2.36  43.1 -0.407 19.72 21.48 02a58580o0778c
58580.596861  21.115  0.626    13    8 c  0   1.40 236.97569  44.65204  5345.73  8537.72 2.45 2.40  37.8 -0.416 19.68 21.52 02a58580o0801c
58580.607360   0.000 21.364     0   10 c  0   0.91 236.97569  44.65204  5358.84  8420.02 2.48 2.46  25.4 -0.412 19.69 21.54 02a58580o0823c
58582.535915  20.237  0.419    29   12 o  0   1.10 236.97569  44.65204  8358.24  3897.27 3.02 2.97 -12.0 -0.435 19.41 21.12 01a58582o0686o
58582.548883 -21.135  0.967   -13   12 o  0   1.17 236.97569  44.65204  8374.76  3933.31 3.31 2.91  -8.1 -0.419 19.33 21.11 01a58582o0714o
58582.558603 -22.488  3.625    -4   13 o  0   1.19 236.97569  44.65204  8319.16  3857.10 3.45 3.08 -10.5 -0.412 19.33 21.10 01a58582o0735o
58582.568345 -20.417  0.578   -25   14 o  0   1.07 236.97569  44.65204  8308.90  3972.44 3.45 3.04  -9.4 -0.412 19.29 21.02 01a58582o0756o
58588.549776  21.837  2.000     7   13 o  0   1.11 236.97569  44.65204   235.93  6676.99 2.32 1.87 -48.2 -0.371 19.26 20.20 02a58588o0481o
58588.556467  20.358  0.479    26   12 o  0   1.39 236.97569  44.65204  9457.98  6638.93 2.30 2.03 -62.1 -0.458 19.37 20.33 02a58588o0495o
58588.559509  20.742  0.637    18   12 o  0   1.16 236.97569  44.65204   219.78  6638.58 2.29 1.82 -49.0 -0.389 19.32 20.34 02a58588o0501o
58588.567448  20.761  0.759    18   14 o  0   1.16 236.97569  44.65204  9426.90  6599.54 2.34 2.06 -61.6 -0.448 19.45 20.56 02a58588o0517o
58588.569836 -21.815  1.540    -7   10 o  0   1.84 236.97569  44.65204   272.99  6713.84 2.39 1.78 -52.6 -0.400 19.45 20.57 02a58588o0522o
58588.577399 -22.181  2.462    -5   12 o  0   0.91 236.97569  44.65204  9478.38  6679.29 2.39 2.07 -61.0 -0.451 19.48 20.64 02a58588o0538o
58588.580182  21.960  1.783     6   11 o  0   1.67 236.97569  44.65204   284.64  6593.72 2.22 1.79 -49.5 -0.407 19.49 20.57 02a58588o0544o
58588.587522 -20.042  0.286   -35   10 o  0   1.72 236.97569  44.65204  9500.21  6562.87 2.21 2.05  37.8 -0.442 19.47 20.64 02a58588o0560o
58590.564255 -20.335  1.182   -27   32 o  0   0.94 236.97569  44.65204  3569.78  7895.27 2.85 2.79 -37.4 -0.477 18.58 19.49 01a58590o0717o
58590.574790 -20.544  1.305   -22   29 o  0   1.27 236.97569  44.65204  3599.31  7931.59 2.88 2.86 -75.2 -0.473 18.58 19.54 01a58590o0739o
58590.584755 -24.035 30.200    -1   27 o  0   1.39 236.97569  44.65204  3530.39  7853.93 2.80 2.75 -73.7 -0.484 18.59 19.56 01a58590o0760o
58590.595203  20.479  1.130    23   26 o  0   1.06 236.97569  44.65204  3521.09  7971.08 2.84 2.77 -55.7 -0.474 18.59 19.58 01a58590o0782o
58594.523630  19.763  0.636    45   29 o  0   0.88 236.97569  44.65204  2299.71  5963.17 2.94 2.78 -12.0 -0.459 18.71 19.72 01a58594o0653o
58594.531492 -21.145  2.200   -13   28 o  0   0.94 236.97569  44.65204  2329.85  6001.25 3.08 2.86 -13.9 -0.447 18.64 19.70 01a58594o0670o
58594.541212  22.424  7.400     4   29 o  0   1.10 236.97569  44.65204  2274.66  5922.35 3.10 2.87 -16.1 -0.439 18.61 19.67 01a58594o0691o
58594.550908  20.316  0.940    27   26 o  0   1.03 236.97569  44.65204  2251.66  6036.68 2.99 2.73 -14.4 -0.458 18.65 19.65 01a58594o0712o
58596.536057 -20.845  1.268   -17   21 o  0   1.06 236.97569  44.65204  6483.75 10463.50 2.17 2.00 -65.6 -0.483 19.19 19.91 02a58596o0675o
58596.543504  22.572  3.872     3   13 o  0   1.24 236.97569  44.65204  9468.30   804.15 1.98 1.58 -57.3 -0.519 19.16 19.90 02a58596o0691o
58596.546855 -24.730 37.750    -0   18 o  0   1.08 236.97569  44.65204  6466.87 10424.42 2.14 2.05 -73.4 -0.455 19.18 19.91 02a58596o0698o
58596.550783 -20.363  0.534   -26   14 o  0   1.24 236.97569  44.65204  9440.49   763.21 1.96 1.64 -57.9 -0.514 19.18 19.88 02a58596o0706o
58596.557780 -20.759  1.534   -18   28 o  0   1.98 236.97569  44.65204  6518.73 10504.00 2.19 2.04 -62.9 -0.485 19.14 19.87 02a58596o0721o
58596.561595  24.798 31.600     0   14 o  0   1.15 236.97569  44.65204  9491.59   842.11 1.84 1.73 -65.9 -0.516 19.08 19.87 02a58596o0729o
58596.568291 -23.276  9.333    -2   17 o  0   1.03 236.97569  44.65204  6529.52 10385.25 2.20 2.03 -65.3 -0.471 19.17 19.86 02a58596o0743o
58596.571991 -20.802  0.679   -17   12 o  0   1.69 236.97569  44.65204  9518.09   724.27 1.88 1.77 -76.8 -0.508 19.08 19.86 02a58596o0751o
58598.481533 -20.520  0.595   -22   13 o  0   1.25 236.97569  44.65204  6001.73  4887.26 3.21 2.91  -9.7 -0.425 19.16 20.59 01a58598o0544o
58598.483392  25.020 39.333     0   14 o  0   0.87 236.97569  44.65204  4550.06  5664.94 2.39 1.91  43.3 -0.439 19.32 20.36 02a58598o0541o
58598.533662  20.817  0.742    17   13 o  0   1.39 236.97569  44.65204  3948.49  6266.69 2.99 2.78 -14.6 -0.443 19.17 20.56 01a58598o0638o
58598.537401  20.527  0.541    22   12 o  0   1.36 236.97569  44.65204  6634.35  4324.59 2.03 1.80  34.6 -0.458 19.41 20.31 02a58598o0635o
58598.580914  21.668  2.098     8   16 o  0   0.92 236.97569  44.65204  4844.94  6538.74 3.11 2.80 -21.3 -0.429 19.09 20.39 01a58598o0715o
58598.585231 -21.117  0.958   -13   12 o  0   1.44 236.97569  44.65204  5737.97  4026.72 2.30 1.71  42.0 -0.452 19.31 20.16 02a58598o0712o
58598.632538 -21.436 10.366   -10  100 o  0   1.03 236.97569  44.65204  3660.32  5388.36 3.49 3.12 -22.0 -0.419 17.57 18.22 01a58598o0806o
58600.533852  19.537  1.908    56  106 o  0   1.66 236.97569  44.65204  3412.81  8516.32 2.05 1.87 -45.1 -0.431 17.51 18.23 02a58600o0596o
58600.542109 -20.416  0.412   -25   10 o  0   2.19 236.97569  44.65204  3396.28  8476.87 2.06 1.80 -45.9 -0.459 19.40 20.45 02a58600o0614o
58600.553617 -21.222  6.389   -12   75 o  0   1.11 236.97569  44.65204  3451.52  8554.04 2.15 1.88 -44.3 -0.453 18.01 18.91 02a58600o0638o
58600.563986 -20.422  2.133   -25   52 o  0   0.96 236.97569  44.65204  3461.71  8434.45 2.14 1.90 -50.9 -0.437 18.49 19.38 02a58600o0660o
58602.606575  21.716  2.393     8   18 o  0   1.09 236.97569  44.65204  1533.47  7961.82 3.46 3.39 -52.6 -0.436 18.98 20.60 01a58602o0004o
58604.521004  23.968 10.000     1    9 c  0   1.02 236.97569  44.65204  6307.04  4628.19 2.39 2.30  37.2 -0.404 19.64 21.65 02a58604o0546c
58604.528851 -23.625  6.300    -1    8 c  0   1.40 236.97569  44.65204  6290.83  4590.08 2.31 2.26 -62.8 -0.409 19.65 21.61 02a58604o0563c
58604.537315  20.797  0.448    17    8 c  0   1.83 236.97569  44.65204  6344.96  4667.49 2.32 2.27 -54.9 -0.405 19.65 21.62 02a58604o0581c
58604.547049 -21.850  1.087    -7    7 c  0   1.48 236.97569  44.65204  6355.67  4550.68 2.61 2.25  39.3 -0.398 19.62 21.61 02a58604o0602c
58606.541086 -21.032  1.129   -14   16 o  0   0.78 236.97569  44.65204  5563.86  7857.03 3.26 3.15  -7.8 -0.426 19.20 20.87 01a58606o0296o
58606.547993  20.807  0.894    17   15 o  0   1.06 236.97569  44.65204  5580.33  7895.72 3.49 3.43 -53.2 -0.410 19.06 20.74 01a58606o0311o
58606.556519 -23.934 16.500    -1   16 o  0   0.86 236.97569  44.65204  5522.46  7817.14 3.33 3.31  33.5 -0.418 19.11 20.78 01a58606o0329o
58606.572011 -20.543  0.694   -22   15 o  0   0.90 236.97569  44.65204  5513.24  7935.24 3.23 3.15 -86.1 -0.422 19.13 20.68 01a58606o0362o
58610.508301  21.940  2.630     6   16 o  0   1.04 236.97569  44.65204 10470.26  1805.02 3.37 3.03 -16.9 -0.416 19.27 20.83 01a58610o0456o
58610.516788 -20.874  1.125   -16   18 o  0   1.10 236.97569  44.65204 10484.61  1842.00 3.35 3.02 -20.5 -0.432 19.24 20.81 01a58610o0474o
58610.517729 -21.077  1.033   -14   14 o  0   1.22 236.97569  44.65204  1415.09  2062.01 3.30 3.07 -22.5 -0.421 19.25 20.87 01a58610o0476o
58610.527519 -23.275  7.750    -2   14 o  0   1.41 236.97569  44.65204  1432.11  2100.38 3.29 3.04 -16.5 -0.423 19.25 20.87 01a58610o0497o
58610.527985 -22.081  3.000    -5   16 o  0   0.88 236.97569  44.65204 10429.10  1768.35 3.38 3.11 -27.7 -0.415 19.23 20.84 01a58610o0498o
58610.535059 -21.086  1.086   -13   14 o  0   1.31 236.97569  44.65204 10416.54  1886.04 3.36 3.07 -27.8 -0.423 19.22 20.79 01a58610o0513o
58610.535520  21.345  1.312    10   14 o  0   1.14 236.97569  44.65204  1374.93  2020.07 3.25 3.02 -12.1 -0.420 19.25 20.81 01a58610o0514o
58610.549716  21.776  2.000     7   14 o  0   1.19 236.97569  44.65204  1352.54  2135.57 3.49 2.99 -18.9 -0.401 19.24 20.84 01a58610o0544o
58612.427776 -25.031 24.000    -0    8 c  0   0.76 236.97569  44.65204  1940.56  2095.13 2.39 2.31 -67.6 -0.420 19.79 21.70 02a58612o0423c
58612.429669  22.479  2.032     4    8 c  0   0.95 236.97569  44.65204  1960.29  2134.95 2.41 2.33 -69.2 -0.421 19.80 21.71 02a58612o0427c
58612.445988  21.040  0.535    14    8 c  0   1.06 236.97569  44.65204  1904.23  2061.08 2.45 2.35 -54.2 -0.420 19.82 21.77 02a58612o0462c
58612.451721  20.952  0.556    15    8 c  0   0.94 236.97569  44.65204  1888.01  2178.04 2.44 2.34 -57.9 -0.422 19.81 21.78 02a58612o0474c
58616.443997  24.153 12.875     1   10 o  0   1.28 236.97569  44.65204  1907.64  2056.74 2.09 2.05 -73.1 -0.458 19.51 20.51 02a58616o0341o
58616.455308 -20.698  0.601   -19   12 o  0   1.05 236.97569  44.65204  1893.23  2178.39 2.14 2.07 -62.1 -0.459 19.48 20.55 02a58616o0365o
58618.447909  20.955  1.192    15   18 o  0   1.11 236.97569  44.65204  5267.82  4097.31 3.12 2.73  -8.5 -0.444 19.03 20.14 01a58618o0444o
58618.450395 -21.072  1.295   -14   18 o  0   0.98 236.97569  44.65204  5229.91  6433.59 2.89 2.68 -10.9 -0.441 19.05 20.20 01a58618o0449o
58618.455682 -20.749  1.129   -18   21 o  0   0.76 236.97569  44.65204  5228.87  4057.97 3.36 2.85 -13.1 -0.429 19.02 20.17 01a58618o0460o
58618.474497  21.456  1.935    10   18 o  0   0.96 236.97569  44.65204  5214.54  4171.89 3.30 2.80 -12.8 -0.436 18.98 20.14 01a58618o0500o
58620.436198 -20.431  0.990   -24   24 o  0   1.12 236.97569  44.65204  8840.02  7912.96 2.33 2.17  50.5 -0.447 18.92 19.37 02a58620o0309o
58620.438987  19.542  0.633    55   35 o  0   0.77 236.97569  44.65204  8860.49  7953.88 2.39 2.17  46.8 -0.436 18.90 19.37 02a58620o0315o
58620.448432  20.480  0.675    23   16 o  0   1.29 236.97569  44.65204  1803.77  2700.48 2.05 1.92  33.7 -0.465 18.93 19.37 02a58620o0335o
58622.421012  21.835  4.061     7   27 o  0   1.35 236.97569  44.65204  5252.74  6471.06 3.12 2.95  -5.2 -0.419 18.52 19.48 01a58622o0386o
58622.423774  21.351  2.345    10   24 o  0   1.66 236.97569  44.65204  5232.45  6431.27 3.02 2.84  -4.2 -0.433 18.53 19.47 01a58622o0392o
58622.432184 -20.318  0.975   -27   26 o  0   0.98 236.97569  44.65204  5232.52  4056.51 3.45 3.00  -8.5 -0.426 18.49 19.50 01a58622o0410o
58622.442462  22.556  8.611     3   30 o  0   1.20 236.97569  44.65204  5308.03  6393.52 3.04 2.86 -10.5 -0.424 18.55 19.48 01a58622o0432o
58626.417082 -20.880  0.985   -16   16 o  0   1.02 236.97569  44.65204  7942.90   105.39 3.60 3.07 -16.2 -0.399 19.20 20.64 01a58626o0410o
58626.420011 -21.134  0.974   -13   12 o  0   1.38 236.97569  44.65204  2519.10 10404.97 2.73 2.57 -65.8 -0.496 19.20 20.63 01a58626o0416o
58626.433645  22.781  7.300     3   20 o  0   1.09 236.97569  44.65204  7909.52    65.45 4.05 3.26 -20.8 -0.374 19.09 20.54 01a58626o0445o
58626.436417  20.465  0.589    24   14 o  0   1.17 236.97569  44.65204  1872.50 10439.74 2.74 2.55 -42.1 -0.500 19.07 20.50 01a58626o0451o
58626.438720 -22.778  5.545    -3   16 o  0   1.09 236.97569  44.65204  7892.30   184.05 3.81 3.13 -15.4 -0.391 19.15 20.51 01a58626o0456o
58626.439182 -20.215  0.576   -30   17 o  0   0.67 236.97569  44.65204  1892.98 10479.21 2.79 2.64 -48.0 -0.500 19.11 20.48 01a58626o0457o
58626.444294 -25.849 90.000    -0   15 o  0   1.26 236.97569  44.65204  1832.15 10399.78 2.73 2.54 -52.4 -0.504 19.11 20.50 01a58626o0468o
58626.462566  21.940  3.235     6   20 o  0   0.96 236.97569  44.65204  1817.76 10513.20 2.83 2.63 -50.0 -0.500 19.14 20.48 01a58626o0507o
58630.402099 -22.908  5.267    -2   13 o  0   0.73 236.97569  44.65204  2541.99 10443.58 2.72 2.55 -71.7 -0.502 19.46 21.25 01a58630o0355o
58630.407343 -20.842  0.789   -17   13 o  0   1.06 236.97569  44.65204  7965.67   144.42 3.47 3.10 -19.6 -0.410 19.39 21.25 01a58630o0366o
58630.410571  22.197  2.619     5   13 o  0   1.39 236.97569  44.65204  7909.73    68.34 3.47 3.01 -18.0 -0.409 19.44 21.27 01a58630o0373o
58630.414358  21.989  2.391     6   14 o  0   0.91 236.97569  44.65204  8695.17   153.86 3.70 3.14 -13.7 -0.398 19.38 21.33 01a58630o0381o
58630.417119  20.872  0.757    16   12 o  0   1.17 236.97569  44.65204  8673.10   114.49 3.59 2.98 -13.9 -0.394 19.45 21.32 01a58630o0387o
58630.422756 -22.007  2.478    -6   14 o  0   0.79 236.97569  44.65204  8736.71   193.83 3.68 3.12 -17.2 -0.394 19.41 21.34 01a58630o0399o
58630.426573  22.182  2.619     5   13 o  0   0.99 236.97569  44.65204  7895.48   181.23 3.53 3.00 -14.4 -0.404 19.45 21.34 01a58630o0406o
58630.442025 -21.597  1.957    -8   16 o  0   0.93 236.97569  44.65204  1817.66 10516.00 2.81 2.64 -51.6 -0.489 19.39 21.29 01a58630o0439o
58634.397323 -23.265  7.000    -2   13 o  0   0.78 236.97569  44.65204  9100.09  3748.24 3.11 2.87  -1.4 -0.429 19.45 21.44 01a58634o0362o
58634.400084 -23.891 11.800    -1   12 o  0   1.10 236.97569  44.65204  9120.30  3785.69 3.13 2.88  -4.0 -0.433 19.46 21.35 01a58634o0368o
58634.406572  21.456  1.106    10   10 o  0   1.46 236.97569  44.65204  9061.60  3710.90 3.17 2.87  -5.1 -0.429 19.41 21.27 01a58634o0382o
58634.416696  21.363  1.184    10   12 o  0   0.88 236.97569  44.65204  9046.21  3825.88 3.25 2.91  -5.5 -0.424 19.40 21.29 01a58634o0404o
58636.360768  21.928  1.458     6    9 c  0   0.93 236.97569  44.65204  7269.81  5907.41 2.52 2.38  67.7 -0.402 19.77 21.83 02a58636o0281c
58636.363532 -26.127 53.000    -0    7 c  0   1.57 236.97569  44.65204  7290.06  5948.15 2.61 2.34  52.7 -0.392 19.76 21.81 02a58636o0287c
58636.382881  21.199  0.759    12    9 c  0   0.78 236.97569  44.65204  3371.38  4697.82 2.30 2.26 -45.2 -0.415 19.80 21.79 02a58636o0328c
58636.388222  21.763  1.032     7    7 c  0   1.13 236.97569  44.65204  3386.12  4586.69 2.48 2.21  33.2 -0.402 19.81 21.79 02a58636o0339c
58642.375686 -20.811  0.695   -17   12 o  0   1.17 236.97569  44.65204  9651.77  2719.20 3.20 2.94 -13.7 -0.422 19.43 21.37 01a58642o0307o
58642.379400 -21.135  0.873   -13   11 o  0   1.23 236.97569  44.65204  9630.68  2680.37 3.15 2.89 -15.5 -0.424 19.45 21.37 01a58642o0315o
58642.385966  21.202  0.833    12   10 o  0   1.65 236.97569  44.65204   853.42  7837.17 2.62 2.51 -50.0 -0.473 19.46 21.32 01a58642o0329o
58642.403758  20.857  0.589    16   10 o  0   1.35 236.97569  44.65204   838.08  7955.28 2.56 2.47 -40.6 -0.473 19.51 21.37 01a58642o0367o
58644.374085  22.460  2.771     4   10 o  0   1.12 236.97569  44.65204  5324.95  6023.92 2.45 1.85  41.7 -0.441 19.50 20.68 02a58644o0306o
58644.376831 -20.828  0.685   -17   12 o  0   1.41 236.97569  44.65204  5346.83  6064.42 2.42 1.82  42.8 -0.444 19.55 20.67 02a58644o0312o
58644.388843  20.153  0.281    32    9 o  0   1.54 236.97569  44.65204  5308.98  4588.25 2.23 1.73  35.6 -0.447 19.58 20.67 02a58644o0338o
58644.394815 -21.633  1.074    -8    9 o  0   1.48 236.97569  44.65204  5332.83  4473.88 2.00 1.76  33.3 -0.457 19.61 20.69 02a58644o0351o
58646.383612  20.487  0.634    23   15 o  0   1.32 236.97569  44.65204   897.24  7880.39 2.61 2.49 -38.7 -0.479 19.09 20.33 01a58646o0332o
58646.386389  23.150  8.231     2   16 o  0   1.01 236.97569  44.65204   918.09  7920.36 2.62 2.52 -45.6 -0.483 19.11 20.33 01a58646o0338o
58646.391461 -20.070  0.492   -34   17 o  0   1.13 236.97569  44.65204   856.85  7840.33 2.81 2.72 -59.5 -0.454 19.03 20.32 01a58646o0349o
58646.401602 -21.773  2.170    -7   15 o  0   1.32 236.97569  44.65204   841.29  7955.70 2.67 2.46 -29.0 -0.472 19.07 20.29 01a58646o0371o
58648.365143 -20.107  0.468   -33   15 o  0   1.08 236.97569  44.65204  5279.04  4550.35 2.40 1.72  37.0 -0.455 19.17 19.81 02a58648o0284o
58648.368360  22.192  3.000     5   14 o  0   1.14 236.97569  44.65204  5260.12  4511.95 2.38 1.74  36.5 -0.450 19.20 19.82 02a58648o0291o
58648.374803 -21.802  2.269    -7   16 o  0   0.91 236.97569  44.65204  5315.12  4589.01 2.46 1.74  37.2 -0.441 19.20 19.81 02a58648o0305o
58648.385348 -21.896  2.452    -6   16 o  0   1.27 236.97569  44.65204  5328.78  4469.38 2.42 1.73  39.0 -0.462 19.17 19.81 02a58648o0327o
58650.403222 -20.871  1.511   -16   25 o  0   1.19 236.97569  44.65204  4883.19  7669.57 2.97 2.67  -9.2 -0.449 18.69 19.68 01a58650o0224o
58650.406536 -21.387  2.479   -10   25 o  0   1.38 236.97569  44.65204  4904.15  7708.40 3.35 2.93  -6.1 -0.389 18.58 19.67 01a58650o0231o
58650.412085 -22.177  4.821    -5   24 o  0   1.41 236.97569  44.65204  4843.06  7629.71 2.86 2.64 -10.4 -0.470 18.74 19.66 01a58650o0243o
58650.422805  21.327  2.593    11   28 o  0   1.02 236.97569  44.65204  4830.59  7747.61 2.99 2.68 -14.8 -0.438 18.67 19.63 01a58650o0266o
58654.362544  21.144  1.153    13   15 o  0   1.27 236.97569  44.65204  4877.27  7671.86 2.95 2.65 -12.9 -0.440 19.15 20.41 01a58654o0282o
58654.365766 -21.229  1.435   -12   17 o  0   0.79 236.97569  44.65204  4898.16  7710.33 2.89 2.61 -11.0 -0.448 19.16 20.39 01a58654o0289o
58654.371755  21.017  1.012    14   14 o  0   1.13 236.97569  44.65204  4838.56  7633.31 2.99 2.65 -11.9 -0.451 19.14 20.38 01a58654o0302o
58654.381921 -20.880  0.878   -16   14 o  0   1.22 236.97569  44.65204  4821.94  7749.40 3.00 2.67 -12.4 -0.435 19.09 20.37 01a58654o0324o
58656.366111  22.832  3.857     3   10 o  0   1.45 236.97569  44.65204  4870.18  8613.63 2.00 1.91 -49.1 -0.447 19.69 20.90 02a58656o0278o
58656.369312  20.827  0.665    17   11 o  0   1.14 236.97569  44.65204  4850.29  8574.09 2.16 2.13  59.1 -0.428 19.58 20.90 02a58656o0285o
58656.375714 -22.086  1.865    -5   10 o  0   1.27 236.97569  44.65204  4904.72  8653.13 2.08 2.04 -81.8 -0.443 19.59 20.78 02a58656o0299o
58656.385819  20.927  2.896    16   45 o  0   1.17 236.97569  44.65204  4920.97  8535.89 2.13 2.11  55.0 -0.460 18.22 18.94 02a58656o0321o
58658.374131 -21.683  3.786    -8   29 o  0   1.21 236.97569  44.65204  3743.63  2065.15 3.68 3.10 -13.3 -0.410 18.48 20.35 01a58658o0302o
58658.377368 -21.277  2.842   -11   32 o  0   1.37 236.97569  44.65204  3761.58  2102.43 3.54 3.04 -12.5 -0.420 18.36 20.21 01a58658o0309o
58658.382913  21.121  2.429    13   31 o  0   1.09 236.97569  44.65204  3705.27  2025.41 3.94 3.28 -12.4 -0.396 18.37 20.34 01a58658o0321o
58658.393533 -19.970  0.709   -37   26 o  0   0.86 236.97569  44.65204  3688.66  2140.31 3.51 3.08 -12.4 -0.415 18.62 20.52 01a58658o0344o
58660.371238  17.278  0.942   445  420 o  0   0.91 236.97569  44.65204  7715.24  2831.34 2.15 2.02  41.5 -0.444 15.37 16.33 02a58660o0288o
58660.374665 -18.613  0.991  -130  129 o  0   1.03 236.97569  44.65204  7697.25  2788.09 2.13 2.02  37.8 -0.425 16.94 18.00 02a58660o0295o
