###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57884.516715 -20.749  1.480   -18   27 o  0   0.92 236.97569  44.65204  6674.92  1217.50 3.05 2.98  39.2 -0.481 18.63 19.35 01a57884o0373o
57884.537374  19.893  0.796    40   32 o  0   0.70 236.97569  44.65204  6641.96  1219.35 3.13 3.08  68.8 -0.475 18.61 19.33 01a57884o0412o
57884.548470 -19.987  0.724   -37   27 o  0   1.22 236.97569  44.65204  6643.50  1378.94 3.24 3.10  35.0 -0.476 18.55 19.30 01a57884o0433o
57887.489095 -20.888  1.271   -16   20 o  0   1.33 236.97569  44.65204  6612.88   144.70 3.35 2.92  29.2 -0.487 18.98 19.95 01a57887o0513o
57887.504785 -19.965  0.660   -38   25 o  0   1.09 236.97569  44.65204  6636.53   244.00 3.60 3.11  34.0 -0.444 18.91 19.93 01a57887o0544o
57887.509124  20.199  0.770    30   23 o  0   1.05 236.97569  44.65204   751.75  9956.85 3.35 3.14 -69.6 -0.489 18.89 19.92 01a57887o0553o
57887.523896  25.364 97.000     0   25 o  0   0.94 236.97569  44.65204  6600.56   241.08 3.72 3.30  35.2 -0.410 18.87 19.88 01a57887o0582o
57887.524859  22.222  5.000     5   24 o  0   0.92 236.97569  44.65204   775.29 10055.14 3.43 3.25 -71.0 -0.478 18.82 19.90 01a57887o0584o
57887.542276  20.355  0.909    26   24 o  0   1.08 236.97569  44.65204  6612.98   428.44 3.74 3.28  24.2 -0.420 18.79 19.83 01a57887o0619o
57887.543255 -23.562 17.000    -1   23 o  0   0.94 236.97569  44.65204   741.62 10045.92 3.48 3.25 -65.6 -0.467 18.81 19.85 01a57887o0621o
57887.549993 -19.604  0.487   -52   25 o  0   1.13 236.97569  44.65204   739.42 10193.28 3.46 3.28 -58.6 -0.483 18.79 19.80 01a57887o0635o
57891.483421 -20.479  0.691   -23   16 o  0   1.17 236.97569  44.65204  8009.06  1246.33 3.45 3.18 -58.9 -0.467 18.99 20.33 01a57891o0353o
57891.498998 -20.759  0.955   -18   17 o  0   0.97 236.97569  44.65204  8047.40  1342.29 3.29 3.15 -73.9 -0.458 19.03 20.32 01a57891o0383o
57891.518412  21.762  2.389     7   17 o  0   0.95 236.97569  44.65204  8014.54  1341.30 3.15 3.03 -78.6 -0.456 18.96 20.24 01a57891o0421o
57891.536719 -19.837  0.463   -42   20 o  0   1.10 236.97569  44.65204  8013.85  1527.32 3.22 3.11 -83.9 -0.453 18.93 20.21 01a57891o0457o
57892.483315  20.483  0.675    23   16 o  0   1.03 236.97569  44.65204  2835.31  8869.36 4.54 3.38 -40.9 -0.386 19.23 20.90 01a57892o0300o
57892.504744  21.409  1.541    10   15 o  0   0.95 236.97569  44.65204  2865.66  8994.94 4.46 3.27 -44.9 -0.393 19.31 20.87 01a57892o0342o
57892.519116  21.536  1.719     9   15 o  0   1.11 236.97569  44.65204  2822.59  8986.51 4.42 3.40 -42.5 -0.386 19.29 20.81 01a57892o0370o
57892.538853 -22.797  7.000    -3   19 o  0   0.88 236.97569  44.65204  2824.22  9176.49 4.68 3.60 -43.4 -0.375 19.17 20.71 01a57892o0409o
57894.447677  21.377  0.979    10   10 c  0   1.01 236.97569  44.65204  5985.64   699.44 4.04 2.64  39.6 -0.435 19.77 21.69 02a57894o0407c
57894.449760  17.397  0.129   399   51 c  0  14.75 236.97569  44.65204  9719.05 10522.66 2.93 2.86  49.9 -0.428 19.73 21.60 02a57894o0411c
57894.460942 -22.466  2.875    -4   11 c  0   1.23 236.97569  44.65204  5976.27   663.32 4.00 2.67  41.2 -0.439 19.65 21.50 02a57894o0432c
57894.461476 -20.826  1.092   -17   18 c  0   0.81 236.97569  44.65204  9706.84 10483.30 2.92 2.82  32.8 -0.442 19.60 21.51 02a57894o0433c
57894.478039 -20.383  0.520   -26   13 c  0   1.31 236.97569  44.65204  6030.76   743.00 3.97 2.67  41.0 -0.439 19.59 21.41 02a57894o0464c
57894.487523  20.518  0.767    22   17 c  0   1.06 236.97569  44.65204   301.59 10502.90 2.54 2.36 -13.4 -0.452 19.54 21.33 02a57894o0482c
57894.495001  20.628  0.484    20   10 c  0   1.39 236.97569  44.65204  9773.68 10431.50 2.90 2.83  41.6 -0.438 19.79 21.65 02a57894o0496c
57894.496598  20.439  0.459    24   11 c  0   0.84 236.97569  44.65204  6059.42   627.12 3.91 2.58  39.8 -0.442 19.82 21.65 02a57894o0499c
57894.507133  20.472  0.403    24   10 c  0   1.28 236.97569  44.65204  6022.77   683.34 3.86 2.66  39.9 -0.439 19.81 21.63 02a57894o0519c
57894.508689 -20.305  0.732   -27   20 c  0   0.76 236.97569  44.65204  9750.94 10509.30 2.98 2.79  14.9 -0.443 19.80 21.68 02a57894o0522c
57895.486569  21.262  1.676    11   19 o  0   1.47 236.97569  44.65204  3314.38  9643.59 3.61 2.95 -41.1 -0.471 18.92 20.55 01a57895o0233o
57895.505844 -21.918  5.600    -6   35 o  0   1.38 236.97569  44.65204  3346.99  9757.57 3.49 2.90 -40.8 -0.488 18.23 19.69 01a57895o0271o
57895.510741 -20.354  1.750   -26   46 o  0   1.16 236.97569  44.65204  3298.08  9699.82 3.59 2.92 -39.7 -0.475 18.03 19.47 01a57895o0281o
57895.531943 -22.295  4.500    -4   20 o  0   0.98 236.97569  44.65204  3300.95  9896.29 3.74 3.07 -37.2 -0.463 19.08 20.63 01a57895o0323o
57896.450498 -20.680  0.881   -19   17 o  0   1.00 236.97569  44.65204  6248.56  1895.71 3.28 3.12   5.5 -0.426 19.20 20.76 01a57896o0366o
57896.477691  21.362  1.188    10   12 o  0   1.22 236.97569  44.65204  6293.13  2045.27 3.21 3.06 -88.4 -0.434 19.22 20.89 01a57896o0419o
57896.483088 -20.457  0.652   -24   16 o  0   1.03 236.97569  44.65204  6241.87  1990.90 3.24 3.08 -82.4 -0.429 19.04 20.68 01a57896o0430o
57896.505537  19.975  0.404    37   15 o  0   0.83 236.97569  44.65204  6238.52  2195.53 3.44 3.34 -80.0 -0.422 19.26 20.99 01a57896o0474o
57898.430989 -23.489  5.083    -2    7 c  0   1.39 236.97569  44.65204   788.19  9553.77 2.58 2.32  -9.1 -0.466 19.84 21.84 02a57898o0217c
57898.443795 -24.981 23.000    -0    8 c  0   1.12 236.97569  44.65204   776.30  9514.54 2.57 2.37  -5.1 -0.470 19.82 21.81 02a57898o0241c
57898.450689  24.331 12.750     1    9 c  0   1.38 236.97569  44.65204 10255.62  9522.56 3.09 2.80  82.3 -0.428 19.80 21.82 02a57898o0254c
57898.459740 -22.325  2.385    -4   10 c  0   0.99 236.97569  44.65204 10241.04  9482.57 3.08 2.80  79.5 -0.428 19.89 21.85 02a57898o0271c
57898.466107   0.000 21.536    -0    9 c  0   1.07 236.97569  44.65204   831.11  9587.49 2.56 2.34 -17.2 -0.462 19.80 21.80 02a57898o0283c
57898.477381  22.033  1.889     6   10 c  0   0.63 236.97569  44.65204   847.17  9471.16 2.63 2.36 -13.9 -0.463 19.81 21.79 02a57898o0303c
57898.478949  20.475  0.427    23   10 c  0   0.92 236.97569  44.65204 10299.27  9564.87 3.25 2.87  82.0 -0.435 19.83 21.83 02a57898o0306c
57898.489966 -22.290  2.308    -4   10 c  0   0.93 236.97569  44.65204 10311.83  9446.81 3.15 2.80  78.7 -0.421 19.83 21.80 02a57898o0327c
57898.491640 -22.810  2.913    -3    8 c  0   1.24 236.97569  44.65204   804.07  9529.19 2.51 2.34 -18.3 -0.472 19.81 21.75 02a57898o0330c
57898.498289  21.664  1.356     8   11 c  0   0.98 236.97569  44.65204 10269.55  9509.41 3.22 2.82  80.4 -0.414 19.84 21.80 02a57898o0342c
57899.445801  22.640  3.647     3   12 o  0   1.34 236.97569  44.65204  7352.22   572.95 3.18 2.98 -71.9 -0.481 19.37 21.06 01a57899o0417o
57899.467156 -21.243  1.311   -12   15 o  0   0.85 236.97569  44.65204  1557.18 10463.90 4.08 3.32 -41.9 -0.434 19.31 20.95 01a57899o0459o
57899.469122 -21.780  1.718    -7   12 o  0   1.05 236.97569  44.65204  7382.17   707.00 3.10 2.93 -75.3 -0.483 19.40 21.16 01a57899o0463o
57899.483613 -22.225  2.615    -5   12 o  0   1.13 236.97569  44.65204  7337.91   684.01 3.04 2.90 -64.8 -0.493 19.29 20.92 01a57899o0491o
57899.502427  22.948  5.333     2   13 o  0   1.01 236.97569  44.65204  7348.11   873.58 3.27 3.07 -67.7 -0.474 19.25 20.96 01a57899o0528o
57900.467411  21.040  1.457    14   20 o  0   0.81 236.97569  44.65204   844.39  9180.47 4.45 3.63 -45.2 -0.409 19.17 20.78 01a57900o0412o
57900.487365 -21.834  3.045    -7   20 o  0   0.81 236.97569  44.65204   874.64  9300.27 4.41 3.64 -43.1 -0.414 19.11 20.66 01a57900o0451o
57900.506129 -20.901  1.292   -16   20 o  0   1.19 236.97569  44.65204   840.49  9292.00 4.60 3.84 -41.5 -0.397 19.05 20.59 01a57900o0488o
57900.513008 -20.301  0.747   -28   21 o  0   1.06 236.97569  44.65204   837.11  9438.42 4.61 3.88 -43.7 -0.399 19.02 20.59 01a57900o0502o
57902.427963  23.097  3.937     2    8 c  0   1.25 236.97569  44.65204  3343.94  8326.82 2.57 2.42  -6.0 -0.458 19.74 21.66 02a57902o0378c
57902.436144  21.420  0.750    10    7 c  0   1.26 236.97569  44.65204  3329.33  8286.91 2.57 2.47  -6.3 -0.457 19.85 21.79 02a57902o0394c
57902.455146 -20.814  0.490   -17    8 c  0   1.06 236.97569  44.65204  3384.01  8362.26 2.50 2.40   8.0 -0.465 19.87 21.76 02a57902o0431c
57902.465911  20.578  0.765    21   16 c  0   1.27 236.97569  44.65204  3398.40  8244.88 2.54 2.41  -4.1 -0.458 19.14 20.85 02a57902o0452c
57902.472773 -23.802 17.200    -1   19 c  0   0.91 236.97569  44.65204  3352.54  8310.57 2.51 2.40  -2.1 -0.468 19.08 20.77 02a57902o0465c
57903.465397  22.140  3.059     5   16 o  0   1.00 236.97569  44.65204  3413.93  9586.23 4.47 3.47 -41.7 -0.435 19.30 21.05 01a57903o0421o
57903.469343 -21.305  1.605   -11   18 o  0   0.70 236.97569  44.65204  3446.50  9642.60 4.45 3.35 -41.7 -0.437 19.35 21.08 01a57903o0429o
57903.490713 -21.506  1.690    -9   15 o  0   1.19 236.97569  44.65204  3398.08  9647.77 4.64 3.53 -41.3 -0.419 19.28 20.97 01a57903o0471o
57903.503666 -25.100 47.000    -0   16 o  0   1.25 236.97569  44.65204  3400.21  9809.36 4.77 3.65 -40.6 -0.415 19.22 20.94 01a57903o0496o
57904.427756 -23.975 17.500    -1   16 o  0   1.00 236.97569  44.65204  7479.34  1625.71 3.46 3.18 -79.5 -0.463 19.14 21.08 01a57904o0148o
57904.449503 -20.321  0.614   -27   17 o  0   1.04 236.97569  44.65204  7517.35  1753.05 3.52 3.10 -85.2 -0.475 19.11 21.01 01a57904o0191o
57904.471384  24.315 26.000     1   18 o  0   1.00 236.97569  44.65204  7469.16  1764.26 3.38 3.10  76.5 -0.514 19.07 20.92 01a57904o0234o
57904.483923  23.253  9.750     2   18 o  0   0.96 236.97569  44.65204  7468.37  1925.02 3.38 3.10  75.8 -0.501 19.08 20.96 01a57904o0258o
57906.481456  23.880 11.000     1   11 o  0   0.90 236.97569  44.65204 10460.77  7622.92 2.35 2.17  56.9 -0.476 19.67 20.94 02a57906o0226o
57906.491097 -21.000  0.815   -14   12 o  0   1.63 236.97569  44.65204  1048.25  7508.67 2.03 1.93  13.0 -0.509 19.41 20.60 02a57906o0245o
57906.498951  24.293 15.667     1   11 o  0   1.43 236.97569  44.65204  1007.75  7568.84 2.08 1.98  18.0 -0.503 19.39 20.57 02a57906o0260o
57906.499965 -21.481  1.114    -9   10 o  0   2.31 236.97569  44.65204 10476.94  7507.10 2.32 2.15  53.9 -0.471 19.48 20.64 02a57906o0262o
57906.513346 -20.330  0.443   -27   12 o  0   1.34 236.97569  44.65204 10435.17  7560.95 2.33 2.15  54.0 -0.489 19.46 20.69 02a57906o0288o
57907.431541 -20.997  1.127   -14   16 o  0   0.89 236.97569  44.65204  7688.89   448.95 3.48 3.15  47.7 -0.416 19.15 20.47 01a57907o0368o
57907.448616 -19.786  0.332   -44   15 o  0   1.27 236.97569  44.65204  7727.52   574.93 3.24 3.04  45.1 -0.433 19.21 20.43 01a57907o0401o
57907.450582  22.645  4.263     3   14 o  0   1.35 236.97569  44.65204  1928.60 10338.46 3.07 2.76  79.3 -0.481 19.18 20.42 01a57907o0405o
57907.468452 -21.559  1.851    -9   16 o  0   0.96 236.97569  44.65204  7677.96   555.50 3.18 3.04  53.0 -0.439 19.16 20.35 01a57907o0440o
57907.470416 -22.199  3.357    -5   16 o  0   0.71 236.97569  44.65204  1972.38 10456.11 3.12 2.79  79.1 -0.471 19.18 20.37 01a57907o0444o
57907.475363  21.840  2.525     7   17 o  0   0.80 236.97569  44.65204  1908.24 10396.89 3.05 2.77  75.4 -0.486 19.20 20.36 01a57907o0454o
57907.476822 -21.800  2.389    -7   16 o  0   1.14 236.97569  44.65204  7676.12   708.99 3.25 3.10  46.2 -0.435 19.16 20.31 01a57907o0457o
57908.431642 -18.157  1.177  -198  233 o  0   1.07 236.97569  44.65204  6105.71  2031.67 3.91 3.48  48.2 -0.420 16.35 16.65 01a57908o0375o
57908.448172 -17.151  0.743  -500  372 o  0   1.06 236.97569  44.65204  6143.59  2133.13 3.60 3.20  50.0 -0.417 15.80 16.02 01a57908o0407o
57908.454587 -17.886  0.540  -254  137 o  0   1.06 236.97569  44.65204  6094.99  2084.28 3.59 3.08  43.4 -0.413 16.78 17.07 01a57908o0420o
57908.477551  16.753  0.508   722  367 o  0   1.17 236.97569  44.65204  6094.25  2289.78 3.59 3.16  49.3 -0.432 15.75 16.00 01a57908o0465o
57910.423998 -22.112  4.966    -5   26 o  0   1.07 236.97569  44.65204  2685.12  8119.89 2.13 1.92 -21.1 -0.503 19.00 19.55 02a57910o0215o
57910.436706 -19.977  0.614   -37   23 o  0   1.29 236.97569  44.65204  2673.84  8080.06 2.08 1.88 -14.6 -0.502 19.07 19.55 02a57910o0239o
57910.449937 -22.125  4.758    -5   24 o  0   1.21 236.97569  44.65204  2728.68  8154.95 2.04 1.87 -23.4 -0.524 19.04 19.54 02a57910o0264o
57910.469592 -20.438  1.016   -24   25 o  0   0.97 236.97569  44.65204  2743.72  8039.44 2.02 1.82 -22.1 -0.501 19.05 19.51 02a57910o0301o
57910.483772 -19.480  0.403   -59   24 o  0   1.34 236.97569  44.65204  2715.95  8095.47 2.08 1.88 -26.0 -0.511 18.97 19.49 02a57910o0328o
57911.418969  21.972  3.871     6   23 o  0   0.86 236.97569  44.65204  7424.33   942.13 3.38 3.01  50.1 -0.423 18.81 19.64 01a57911o0341o
57911.443193  21.019  2.143    14   30 o  0   1.06 236.97569  44.65204  7474.47  1079.68 3.34 3.04  45.5 -0.423 18.59 19.47 01a57911o0389o
57911.456719  20.536  0.982    22   22 o  0   1.14 236.97569  44.65204  7415.22  1053.21 3.41 3.13  43.4 -0.422 18.80 19.62 01a57911o0415o
57911.475487  20.345  1.277    26   34 o  0   1.52 236.97569  44.65204  7428.26  1241.32 3.46 3.17  52.7 -0.419 18.20 18.92 01a57911o0452o
57912.448962  20.129  3.860    32  124 o  0   0.94 236.97569  44.65204  3396.35  9064.16 3.54 3.05  60.8 -0.426 17.93 18.38 01a57912o0382o
57912.468662 -19.452  1.099   -60   66 o  0   1.39 236.97569  44.65204  3446.15  9178.29 3.42 2.96  60.1 -0.416 18.20 18.73 01a57912o0421o
57912.473575  19.399  0.737    63   47 o  0   1.47 236.97569  44.65204  3383.16  9121.55 3.35 3.00  57.2 -0.424 18.38 18.96 01a57912o0431o
57912.494226  19.871  1.175    41   48 o  0   0.83 236.97569  44.65204  3401.64  9313.45 3.40 2.99  59.9 -0.428 18.05 18.66 01a57912o0472o
57914.410280  23.468 15.062     2   22 o  0   1.00 236.97569  44.65204  7398.64  1446.91 2.18 2.04  68.5 -0.464 18.86 19.24 02a57914o0341o
57914.424062 -22.107  4.537    -5   24 o  0   0.88 236.97569  44.65204  7370.83  1406.50 2.22 2.06  61.8 -0.458 18.83 19.21 02a57914o0368o
57914.437747 -20.662  1.137   -20   22 o  0   1.06 236.97569  44.65204  7426.31  1485.33 2.16 1.97  56.5 -0.464 18.81 19.22 02a57914o0395o
57914.456359  22.775  8.452     3   24 o  0   0.91 236.97569  44.65204  7456.19  1367.58 2.15 2.00  62.2 -0.476 18.83 19.21 02a57914o0430o
57914.468468 -21.141  1.642   -13   21 o  0   1.20 236.97569  44.65204  7416.32  1424.51 2.15 2.02  65.3 -0.476 18.81 19.19 02a57914o0454o
57915.427456 -19.848  0.611   -42   26 o  0   0.86 236.97569  44.65204  8973.40   681.64 3.42 3.34  81.9 -0.440 18.82 19.85 01a57915o0355o
57915.445937 -20.032  0.656   -35   23 o  0   1.06 236.97569  44.65204  9009.30   792.58 3.47 3.36  77.2 -0.442 18.80 19.77 01a57915o0391o
57915.467580  22.328  5.600     4   24 o  0   1.00 236.97569  44.65204  8983.04   796.11 3.31 3.27  62.6 -0.448 18.73 19.66 01a57915o0433o
57915.481177  20.404  1.009    25   25 o  0   1.09 236.97569  44.65204  8991.19   963.78 3.49 3.42  39.4 -0.417 18.69 19.61 01a57915o0458o
57916.421570  21.904  2.833     6   18 o  0   1.03 236.97569  44.65204  1551.29  9199.66 3.19 2.81  64.2 -0.454 19.02 20.11 01a57916o0339o
57916.441497  22.620  5.526     3   18 o  0   1.28 236.97569  44.65204  1578.18  9314.52 3.16 2.75  70.7 -0.466 19.00 20.07 01a57916o0378o
57916.445906 -20.669  0.831   -20   16 o  0   0.99 236.97569  44.65204  1527.85  9256.31 3.08 2.73  66.0 -0.472 19.02 20.06 01a57916o0387o
57916.467693 -19.898  0.527   -40   21 o  0   1.00 236.97569  44.65204  1525.70  9455.26 3.04 2.72  67.8 -0.486 18.99 19.97 01a57916o0430o
57922.403433  16.971  0.630   591  372 o  0   0.88 236.97569  44.65204  1776.80  7709.75 2.15 2.02  22.4 -0.464 15.92 16.82 02a57922o0336o
57922.430777  18.326  1.149   170  195 o  0   1.58 236.97569  44.65204  1847.45  7627.41 2.12 1.99  15.2 -0.482 16.34 17.20 02a57922o0391o
57925.394367 -23.149  4.818    -2   10 o  0   1.21 236.97569  44.65204  7579.13  2823.50 3.19 3.04  46.8 -0.424 19.58 21.39 01a57925o0313o
57925.403194 -20.822  0.546   -17    9 o  0   1.17 236.97569  44.65204  7615.55  2897.21 3.13 2.98  45.0 -0.431 19.56 21.35 01a57925o0331o
57925.411213  22.992  4.385     2   10 o  0   1.03 236.97569  44.65204  7566.11  2851.77 3.14 3.01  50.6 -0.431 19.56 21.28 01a57925o0347o
57925.426024 -21.048  0.792   -14   11 o  0   1.04 236.97569  44.65204  7553.83  3026.53 3.13 3.02  37.2 -0.432 19.56 21.31 01a57925o0377o
57927.394081 -21.707  1.088    -8    8 o  0   1.31 236.97569  44.65204   244.79  7825.45 1.96 1.77  19.8 -0.483 19.92 21.26 02a57927o0283o
57927.403149  20.960  0.692    15   10 o  0   0.61 236.97569  44.65204  9663.76  7761.11 2.11 1.96  32.9 -0.474 19.86 21.28 02a57927o0302o
57927.404611  23.259  4.920     2    9 o  0   0.80 236.97569  44.65204   230.09  7785.61 1.93 1.79  19.7 -0.468 19.91 21.22 02a57927o0305o
57927.412063 -21.161  0.598   -12    7 o  0   1.23 236.97569  44.65204   285.50  7861.02 1.93 1.76  20.5 -0.475 19.90 21.21 02a57927o0320o
57927.413563  21.549  0.849     9    7 o  0   1.41 236.97569  44.65204  9650.89  7720.68 2.02 1.90  31.2 -0.490 19.93 21.26 02a57927o0323o
57927.425132 -22.594  2.974    -3   10 o  0   1.19 236.97569  44.65204  9707.67  7800.82 2.07 1.90  31.0 -0.484 19.91 21.24 02a57927o0347o
57927.425627  23.930  8.231     1    8 o  0   1.01 236.97569  44.65204   300.43  7741.33 1.95 1.81  24.8 -0.473 19.90 21.18 02a57927o0348o
57927.430042 -21.340  0.814   -11    9 o  0   1.08 236.97569  44.65204  9719.94  7683.57 2.11 1.96  36.8 -0.491 19.90 21.22 02a57927o0357o
57929.393996 -22.103  2.269    -5   12 o  0   0.88 236.97569  44.65204  9457.38  1239.63 3.34 3.16  28.1 -0.435 19.48 21.32 01a57929o0311o
57929.403847  20.917  0.797    16   12 o  0   1.27 236.97569  44.65204  9495.97  1317.04 3.37 3.32  12.2 -0.422 19.45 21.26 01a57929o0331o
57929.404820 -20.901  0.878   -16   14 o  0   0.68 236.97569  44.65204  9426.06  1245.09 3.43 3.30  13.7 -0.423 19.44 21.26 01a57929o0333o
57929.411895  20.672  0.574    20   11 o  0   1.04 236.97569  44.65204  9420.76  1390.46 3.37 3.25  18.3 -0.429 19.45 21.27 01a57929o0347o
57929.413396 -20.295  0.525   -28   14 o  0   1.44 236.97569  44.65204    46.04  1458.35 3.07 2.82  55.2 -0.497 19.51 21.33 01a57929o0350o
57933.383393 -23.621  7.429    -1   10 o  0   1.13 236.97569  44.65204  7478.63   529.75 3.21 3.02  59.9 -0.437 19.57 21.43 01a57933o0291o
57933.392917 -22.517  2.737    -4   10 o  0   1.02 236.97569  44.65204  7501.67   604.95 3.25 3.04  52.2 -0.432 19.62 21.55 01a57933o0310o
57933.395858  20.974  0.739    15   11 o  0   0.70 236.97569  44.65204  1684.42 10379.11 3.04 2.74  81.9 -0.476 19.62 21.60 01a57933o0316o
57933.403235  25.866 57.000     0    9 o  0   1.15 236.97569  44.65204  1719.87 10448.93 2.99 2.70  82.4 -0.477 19.69 21.65 01a57933o0331o
57933.405206 -21.744  1.300    -7   10 o  0   1.28 236.97569  44.65204  7460.12   575.58 3.18 2.99  60.4 -0.440 19.68 21.62 01a57933o0335o
57933.411747 -21.277  0.839   -11    9 o  0   0.83 236.97569  44.65204  7455.29   718.11 3.15 3.00  51.7 -0.438 19.66 21.63 01a57933o0348o
57933.413700  21.106  0.857    13   11 o  0   0.81 236.97569  44.65204  1660.49 10407.19 3.04 2.78  80.7 -0.474 19.64 21.65 01a57933o0352o
57937.373660 -22.172  3.200    -5   16 o  0   1.23 236.97569  44.65204  7651.49  1638.79 3.34 3.16  41.6 -0.419 19.11 20.31 01a57937o0264o
57937.384983  20.794  1.011    18   18 o  0   0.91 236.97569  44.65204  7678.25  1722.12 3.35 3.18  43.6 -0.429 19.07 20.26 01a57937o0287o
57937.392015 -20.254  0.500   -29   14 o  0   1.26 236.97569  44.65204  7630.77  1672.28 3.22 3.07  49.3 -0.431 19.12 20.27 01a57937o0301o
57937.405259  22.965  7.250     2   17 o  0   1.01 236.97569  44.65204  7633.50  1838.63 3.30 3.18  59.2 -0.425 19.07 20.22 01a57937o0328o
57939.396329 -20.909  1.489   -16   23 o  0   0.87 236.97569  44.65204  9309.25  1093.24 3.30 2.61  55.2 -0.433 18.96 19.85 02a57939o0066o
57939.407815  20.541  0.885    22   20 o  0   1.27 236.97569  44.65204  9297.41  1054.42 3.28 2.46  53.7 -0.451 19.00 19.83 02a57939o0089o
57939.417140 -20.400  0.890   -25   22 o  0   0.98 236.97569  44.65204  9350.78  1131.24 3.30 2.37  53.4 -0.447 18.94 19.79 02a57939o0108o
57939.426683  20.555  0.924    22   20 o  0   1.41 236.97569  44.65204  9381.69  1015.30 3.69 2.75  52.4 -0.393 18.87 19.76 02a57939o0127o
57941.382352  20.240  0.801    29   23 o  0   0.89 236.97569  44.65204   855.21  9410.48 3.32 2.98 -85.1 -0.464 18.78 19.82 01a57941o0277o
57941.393376 -21.082  1.889   -13   25 o  0   0.84 236.97569  44.65204   837.25  9410.31 3.26 2.91 -77.9 -0.464 18.80 19.79 01a57941o0299o
57941.393870 -21.093  1.806   -13   24 o  0   1.22 236.97569  44.65204   893.64  9491.95 3.41 3.21 -72.4 -0.453 18.74 19.79 01a57941o0300o
57941.405198 -23.374 14.556    -2   24 o  0   1.24 236.97569  44.65204   824.50  9572.76 3.03 2.96 -74.3 -0.488 18.77 19.73 01a57941o0323o
57943.334057 -17.518  0.552  -357  197 o  0   1.41 236.97569  44.65204  1397.60  9339.54 3.22 2.39  38.9 -0.562 16.66 17.11 02a57943o0190o
57943.335505  18.627  2.034   129  262 o  0   0.98 236.97569  44.65204  1409.86  9376.71 3.30 2.39  37.9 -0.423 16.46 16.99 02a57943o0193o
57943.343846 -20.065  6.223   -34  213 o  0   1.13 236.97569  44.65204  1452.21  9414.96 2.88 2.31  41.5 -0.558 16.92 17.23 02a57943o0210o
57943.351200 -19.422  1.145   -62   71 o  0   1.21 236.97569  44.65204  1479.50  9294.80 2.92 2.20  38.2 -0.500 18.10 18.43 02a57943o0225o
57945.295489  21.263  1.519    11   17 o  0   1.07 236.97569  44.65204  6074.92  2404.83 3.75 3.13  45.5 -0.415 19.07 20.32 01a57945o0014o
57945.298941  20.638  0.839    20   17 o  0   1.08 236.97569  44.65204  6021.49  2342.54 3.73 3.13  47.3 -0.411 19.08 20.30 01a57945o0021o
57945.316491 -20.912  1.128   -16   18 o  0   0.85 236.97569  44.65204  6013.08  2530.57 3.48 3.07  47.4 -0.427 19.11 20.25 01a57945o0056o
57949.358334  20.984  0.797    15   12 o  0   1.26 236.97569  44.65204  8097.68  1377.78 3.39 3.11 -83.7 -0.433 19.38 21.13 01a57949o0237o
57949.366268 -21.697  1.636    -8   12 o  0   1.30 236.97569  44.65204  8121.94  1445.30 3.45 3.09 -89.0 -0.426 19.33 21.09 01a57949o0253o
57949.378413 -20.810  0.840   -17   14 o  0   0.82 236.97569  44.65204  8085.78  1415.60 3.46 3.06 -87.2 -0.420 19.29 20.97 01a57949o0278o
57949.384885  20.160  0.486    31   15 o  0   0.93 236.97569  44.65204  8081.46  1555.83 3.38 3.05 -86.8 -0.426 19.22 20.78 01a57949o0291o
57953.336276  20.668  0.877    20   17 o  0   0.99 236.97569  44.65204  8820.54  1630.33 3.61 3.05 -87.4 -0.435 19.24 20.75 01a57953o0177o
57953.345495  23.237  9.000     2   17 o  0   1.04 236.97569  44.65204  8860.06  1704.26 3.77 3.15 -88.8 -0.433 19.16 20.71 01a57953o0196o
57953.351879 -20.850  1.032   -17   17 o  0   1.15 236.97569  44.65204  8798.59  1652.65 3.84 3.16 -88.4 -0.440 19.06 20.58 01a57953o0209o
57953.363551 -22.389  4.357    -4   18 o  0   1.11 236.97569  44.65204  8803.49  1815.69 3.93 3.30  89.6 -0.442 18.99 20.58 01a57953o0233o
57955.323149 -20.421  0.561   -25   14 o  0   0.64 236.97569  44.65204  2427.58  8050.23 2.23 2.05  39.3 -0.476 19.47 20.56 02a57955o0166o
57955.333021  24.568 19.600     0   11 o  0   1.24 236.97569  44.65204  2411.91  8012.38 2.23 2.10  34.9 -0.463 19.46 20.49 02a57955o0186o
57955.345268  20.726  0.689    19   13 o  0   1.13 236.97569  44.65204  2465.03  8086.64 2.28 2.14  35.3 -0.458 19.47 20.50 02a57955o0211o
57955.352670  21.672  1.532     8   12 o  0   0.83 236.97569  44.65204  2479.50  7970.95 2.16 2.00  40.4 -0.474 19.53 20.61 02a57955o0226o
57957.314077  21.101  1.254    13   16 o  0   0.88 236.97569  44.65204  6637.58  1179.53 3.29 2.92  87.8 -0.431 19.18 20.69 01a57957o0148o
57957.322330  20.386  0.567    25   14 o  0   1.03 236.97569  44.65204  6659.74  1251.25 3.27 2.80  87.4 -0.439 19.20 20.70 01a57957o0165o
57957.331575  21.504  1.659     9   15 o  0   0.91 236.97569  44.65204  6614.42  1210.91 3.44 2.99  88.4 -0.421 19.17 20.69 01a57957o0184o
