mjd uJy duJy filter A_mw uJy.0 duJy.0
59038.23775460012 1.276588709300916 2.954649234979789 g.ztf 0.06437999999999999 1.354574822236863 3.1351471567038707
59038.330206 4.749353049907579 5.383894652258472 o.atlas 0.04176 4.935582943100088 5.595005958475078
59039.20163189992 4.683041319600529 2.0071327252271716 g.ztf 0.06437999999999999 4.969125777792291 2.129747376482171
59039.24070600001 7.619303429612653 2.3931372267496855 r.ztf 0.045239999999999995 7.943488464047089 2.4949600877798592
59040.24027779978 3.9272767593037767 2.3498303443728905 g.ztf 0.06437999999999999 4.167191969778656 2.4933802075993428
59040.3076935 6.219917012448133 3.607277107844653 c.atlas 0.05741999999999999 6.557715786408906 3.803185474777523
59041.21332179988 7.395633221690028 2.695313044724666 g.ztf 0.06437999999999999 7.847428450221701 2.859968259025235
59041.238321799785 8.958816780303495 2.631209994495972 r.ztf 0.045239999999999995 9.339995237526603 2.743162341656042
59042.20521989977 6.094001034773049 2.0414714281210156 g.ztf 0.06437999999999999 6.466280257883085 2.16618381214025
59042.23805559985 6.786952289560068 2.5967459725559836 r.ztf 0.045239999999999995 7.075722566531142 2.707231949431345
59042.329151 7.760640270910702 5.790691818186218 o.atlas 0.04176 8.064947656268231 6.017754305956535
59043.217395800166 8.245443339280845 1.9461207056398773 g.ztf 0.06437999999999999 8.749153007695696 2.0650081656583263
59043.24973380007 1.14872540370305 2.48603282040094 r.ztf 0.045239999999999995 1.1976012081641039 2.5918081898860987
59044.201759300195 2.790847135463891 2.052083038265274 g.ztf 0.06437999999999999 2.961338475632832 2.1774436798016814
59044.221226899885 4.457597844063351 2.4493116786703935 r.ztf 0.045239999999999995 4.647259080674059 2.5535246422602675
59044.348322 3.0 5.65685424949238 c.atlas 0.05741999999999999 3.1629276274674045 5.964073530091945
59045.21783560002 5.9170130009440305 2.4288513811861114 r.ztf 0.045239999999999995 6.168769225273524 2.532193802959958
59045.24811339984 3.134604607082804 1.8416281431578907 g.ztf 0.06437999999999999 3.3260959050368397 1.9541322091205133
59046.20609949995 4.432701230834837 2.4493124783266524 r.ztf 0.045239999999999995 4.621303169900652 2.553525475940187
59046.21601849981 3.65433488758236 2.1556881450957843 g.ztf 0.06437999999999999 3.87757622692088 2.287377966502856
59046.331276 10.552511415525114 15.609533441028125 o.atlas 0.04176 10.966292630182174 16.22160875212005
59047.228483799845 2.938655399806809 2.5395915900524924 r.ztf 0.045239999999999995 3.0636888901748045 2.647645770421632
59047.245798599906 0.5026477376147047 2.009184214081104 g.ztf 0.06437999999999999 0.5333542157051189 2.1319241896792405
59048.203599500004 2.054977496749845 2.3006883896250754 r.ztf 0.045239999999999995 2.1424123858706348 2.3985777507331716
59048.3463595 4.846905537459284 4.109257047854516 c.atlas 0.05741999999999999 5.110137144051572 4.332427548341398
59049.30035880022 -0.05594583617046506 2.580048991566205 g.ztf 0.06437999999999999 -0.0593635370055877 2.7376627872786417
59049.35093750013 2.706334463497567 3.5763453902643048 r.ztf 0.045239999999999995 2.8214831958384 3.728511223296526
59050.198379599955 6.535707140562143 2.45595402724731 g.ztf 0.06437999999999999 6.934969950476288 2.605986928791056
59050.269317099825 6.4373427094738975 3.1428983656044776 r.ztf 0.045239999999999995 6.711237847948931 3.276621956519299
59050.309428500004 1.7739726027397262 3.686796136678113 o.atlas 0.04176 1.8435329670384142 3.8313614371603504
59051.20002309978 9.633937629241853 2.8058431589537522 r.ztf 0.045239999999999995 10.043841031951429 2.9252257730609434
59051.3021644 1.5844174281211667 2.8130171930087946 g.ztf 0.06437999999999999 1.681208630790353 2.9848628899873297
59052.214560199995 5.798419951023202 1.7871261900972688 r.ztf 0.045239999999999995 6.045130295197452 1.8631645800665757
59052.30976849981 3.6297847201458233 2.2603599660943194 g.ztf 0.06437999999999999 3.8515263030503775 2.3984441323629193
59053.2040161998 1.971893111085899 1.9303033120574344 g.ztf 0.06437999999999999 2.092354993396431 2.048224496067577
59054.20524309995 2.719740050149784 2.482809947746568 r.ztf 0.045239999999999995 2.835459161477438 2.5884481909061923
59054.26364579983 3.242467465889428 2.645727991960837 g.ztf 0.06437999999999999 3.4405480474766343 2.807354082240019
59054.3008555 2.7510373443983402 3.607277107844653 o.atlas 0.04176 2.8589100136718693 3.748724337277884
59055.201527799945 5.658250427964095 3.130348882636298 r.ztf 0.045239999999999995 5.898996859284714 3.263538519941612
59056.19657409983 4.534679178324527 2.969480776616279 r.ztf 0.045239999999999995 4.72762006053966 3.0958258207154983
59056.266724499874 1.1704523106562816 2.5610744905144966 g.ztf 0.06437999999999999 1.241954608475418 2.717529144233008
59057.17996530002 0.9876555753739881 2.9689195232911922 r.ztf 0.045239999999999995 1.0296782037769439 3.0952406872640714
59058.3222675 2.988854125928822 5.8731207313946605 o.atlas 0.04176 3.1060519797818946 6.103415391534871
59059.16679400019 0.04017534889298928 3.4298310023856615 r.ztf 0.045239999999999995 0.04188472390142772 3.5757629621618343
59060.312692499996 8.987257692829065 6.421547703513491 o.atlas 0.04176 9.339662751505779 6.67334708132121
59062.197210600134 -5.161330633227352 4.57459978970417 g.ztf 0.06437999999999999 -5.476633526579005 4.854059613559258
59062.24552079989 -1.7292460092149171 4.958897090159822 r.ztf 0.045239999999999995 -1.8028217215122087 5.169887535517635
59062.310150000005 8.574877112652349 6.336213339862378 o.atlas 0.04176 8.911112054979748 6.584666617841046
59063.173726900015 -9.8056563097887 4.589906303116395 r.ztf 0.045239999999999995 -10.222865974400088 4.7851969811518105
59063.26420139987 8.045540392839698 6.598556358509442 g.ztf 0.06437999999999999 8.537038098510553 7.001658593113045
59064.1849769 0.023953905850942286 8.29361576113741 g.ztf 0.06437999999999999 0.025417236987539615 8.80026825671651
59064.2886285 5.032827657612354 8.89581821351299 o.atlas 0.04176 5.230173053350347 9.244637780800105
59064.3051967998 2.598763039699315 11.067690386279267 r.ztf 0.045239999999999995 2.709334838459492 11.53859689658319
59065.18003469985 2.66310027883534 4.75223971194616 r.ztf 0.045239999999999995 2.7764094892601676 4.954437328682403
59065.22043980006 -1.5786713043785645 7.617301322242469 g.ztf 0.06437999999999999 -1.6751114794600324 8.082638134996241
59066.18744210014 1.4694654029987109 3.7805691337639766 g.ztf 0.06437999999999999 1.5592342487035113 4.011522054841689
59066.21935189981 5.971999198688911 5.61646816415053 r.ztf 0.045239999999999995 6.226094967909091 5.855436849676106
59067.17695599981 0.6627550972338759 2.538793365716496 r.ztf 0.045239999999999995 0.6909539064824117 2.6468135833505584
59067.22103009978 2.7875794162833376 3.830921250646425 g.ztf 0.06437999999999999 2.957871133257117 4.06495015527714
59068.3402005 11.646033350176857 6.2944427955232225 o.atlas 0.04176 12.102693346628802 6.5412581822082485
59070.18261570018 4.191136128326789 2.2404554544965314 r.ztf 0.045239999999999995 4.369459989901902 2.335782033280873
59070.21840280015 0.5574750826594755 2.268400248390898 g.ztf 0.06437999999999999 0.5915309335678438 2.4069755911509154
59070.281842 2.269911504424779 3.7250645893313403 o.atlas 0.04176 2.358918443387487 3.871130458370045
59072.2808315 -1.986970684039088 4.109257047854516 c.atlas 0.05741999999999999 -2.0948814905050126 4.332427548341398
59073.207361099776 0.24158250717466992 2.6193453905924633 r.ztf 0.045239999999999995 0.25186132519664217 2.730792924279682
59073.23967589997 0.8285440928922668 2.577569284615584 g.ztf 0.06437999999999999 0.8791594028428714 2.7350315963732514
59074.3148545 -9.465201465201465 4.3576382352153775 o.atlas 0.04176 -9.836347480119086 4.528508350489614
59076.28815200001 6.591572220480424 4.772963501105676 c.atlas 0.05741999999999999 6.949555294868066 5.032179374180231
59078.255716499996 6.547511312217194 5.232166435699434 o.atlas 0.04176 6.804249928937777 5.437328230631629
59080.25173 -2.8366762177650426 3.747014093005325 c.atlas 0.05741999999999999 -2.990733859782932 3.9505114650920867
59082.28809 3.421245421245421 4.3576382352153775 o.atlas 0.04176 3.55539804428453 4.528508350489614
59084.2621235 2.95924180478523 4.240234024072606 o.atlas 0.04176 3.075278511141833 4.40650052839779
59086.240707499994 5.798326601269475 7.134031312642482 o.atlas 0.04176 6.02568846135918 7.413768336911772
59088.2432 -7.628054511618211 4.720770455817916 o.atlas 0.04176 -7.9271629927181655 4.90587957879424
59090.246641 -6.862754965414721 5.498072732761475 o.atlas 0.04176 -7.131854800862923 5.713661148073481
59092.271734999995 -7.5469779798702294 8.642759228344826 o.atlas 0.04176 -7.84290731768705 8.981655939343085
59093.16415510001 -5.563045477934904 6.26022479753562 g.ztf 0.06437999999999999 -5.902888913607792 6.642658540297125
59093.20585650019 -2.140196658463801 6.723866971551343 r.ztf 0.045239999999999995 -2.231257440309553 7.009953103419141
59094.15961810015 -0.09679371173704675 6.238106790929972 r.ztf 0.045239999999999995 -0.10091207676377026 6.503524867989824
59094.18390050018 -5.1681986477682695 8.574063361660569 g.ztf 0.06437999999999999 -5.483921104408969 9.097848249283926
59094.241737000004 8.0 28.0 o.atlas 0.04176 8.31369307143192 29.097925750011726
59095.14019680023 -3.941351614726368 4.696001100761872 r.ztf 0.045239999999999995 -4.109047680481193 4.895805885099228
59095.18206019979 0.09753790587641936 7.796982856496483 g.ztf 0.06437999999999999 0.10349644372638964 8.273296316874307
59096.2368655 -1.6779614132889926 7.217553572192529 o.atlas 0.04176 -1.7437570219738516 7.500565640728217
59098.236481500004 6.9594511847373886 4.43994692988388 o.atlas 0.04176 7.232342636939988 4.6140445035626305
